User_ID,Product_ID,Category,Final_Price(Rs.),Purchase_Date
U47,P1505,Beauty,376.05,2024-03-19
U275,P642,Electronics,112.28,2024-10-19
U1334,P991,Clothing,370.57,2024-08-18
U479,P1492,Electronics,338.51,2024-04-05
U1151,P1718,Toys,262.8,2024-03-18
U834,P1512,Home & Kitchen,257.67,2024-11-04
U1867,P1033,Toys,205.03,2024-09-05
U1454,P1527,Toys,41.06,2024-09-08
U430,P1892,Beauty,25.89,2024-09-06
U1982,P1340,Clothing,104.22,2024-04-18
U1046,P1998,Beauty,56.86,2024-11-01
U860,P326,Beauty,153.38,2024-06-01
U1860,P805,Home & Kitchen,68.53,2024-10-21
U286,P173,Electronics,149.57,2024-08-06
U571,P1050,Sports,471.95,2024-05-10
U1132,P1714,Books,479.63,2024-04-12
U642,P1954,Sports,188.69,2024-10-31
U981,P41,Beauty,52.18,2024-07-23
U1762,P1377,Home & Kitchen,188.47,2024-10-09
U1088,P1445,Books,49.78,2024-09-09
U324,P1156,Toys,116.7,2024-04-26
U510,P508,Electronics,199.2,2024-04-28
U1225,P979,Home & Kitchen,194.9,2024-07-13
U34,P1334,Sports,315.94,2024-04-16
U932,P1885,Beauty,140.8,2024-04-29
U1845,P766,Clothing,319.64,2024-04-28
U715,P1116,Clothing,164.14,2024-06-01
U35,P1293,Electronics,67.39,2024-09-23
U965,P1607,Sports,257.48,2024-09-12
U1774,P1065,Home & Kitchen,285.23,2024-10-05
U164,P1987,Clothing,207.16,2024-10-26
U818,P818,Home & Kitchen,236.53,2024-08-23
U449,P346,Clothing,120.1,2024-01-31
U224,P425,Electronics,339.17,2024-02-11
U1326,P887,Home & Kitchen,108.87,2024-10-26
U1308,P944,Beauty,241.97,2024-09-10
U826,P1283,Electronics,287.01,2024-03-29
U1091,P1911,Home & Kitchen,33.4,2024-09-22
U1258,P1545,Home & Kitchen,114.6,2024-07-15
U1272,P651,Sports,243.77,2024-04-14
U1251,P1850,Toys,42.17,2024-08-20
U1985,P235,Electronics,75.32,2024-05-05
U1875,P1465,Electronics,206.28,2024-06-16
U415,P413,Toys,41.74,2024-03-04
U611,P561,Clothing,338.15,2024-04-28
U1145,P915,Toys,88.42,2024-10-04
U266,P1478,Electronics,276.53,2024-10-23
U916,P960,Books,83.16,2024-04-24
U1724,P564,Beauty,30.0,2024-11-17
U641,P809,Books,76.98,2024-07-19
U712,P1385,Clothing,209.52,2024-08-28
U1483,P453,Books,207.43,2024-04-24
U799,P1472,Electronics,82.84,2024-10-15
U50,P859,Electronics,14.89,2024-01-10
U997,P688,Beauty,337.1,2024-05-17
U889,P1510,Books,54.8,2024-09-18
U387,P374,Books,327.77,2024-05-01
U1369,P1869,Beauty,225.98,2024-10-14
U290,P147,Clothing,151.52,2024-08-19
U197,P1943,Toys,323.25,2024-01-09
U911,P365,Clothing,58.89,2024-04-27
U490,P1426,Home & Kitchen,69.31,2024-08-27
U366,P939,Home & Kitchen,329.82,2024-08-21
U827,P157,Electronics,11.26,2024-03-15
U1957,P520,Beauty,12.09,2024-03-31
U1871,P1979,Sports,263.05,2024-04-05
U364,P378,Books,129.36,2024-10-01
U783,P587,Toys,14.0,2024-01-24
U1211,P362,Sports,138.45,2024-02-18
U788,P1216,Books,131.83,2024-05-13
U6,P476,Beauty,174.56,2024-09-24
U937,P1822,Beauty,223.5,2024-02-24
U701,P938,Clothing,97.14,2024-11-08
U219,P1410,Clothing,100.74,2024-06-14
U943,P1173,Books,58.76,2024-06-09
U776,P1024,Sports,19.08,2024-10-10
U546,P1732,Home & Kitchen,178.02,2024-02-21
U1888,P559,Electronics,248.17,2024-02-06
U1347,P1198,Electronics,381.05,2024-08-29
U1120,P1746,Books,335.49,2024-09-18
U1465,P863,Clothing,29.12,2024-01-07
U495,P1442,Toys,115.06,2024-02-18
U222,P616,Beauty,94.39,2024-08-16
U1931,P1672,Sports,316.79,2024-09-17
U742,P1744,Books,347.12,2024-07-15
U683,P547,Toys,11.09,2024-01-22
U1327,P392,Sports,338.09,2024-01-22
U1621,P29,Beauty,393.29,2024-09-25
U25,P1110,Clothing,293.23,2024-10-25
U1518,P1468,Sports,108.64,2024-05-03
U1857,P1464,Beauty,107.72,2024-01-16
U186,P1071,Clothing,22.59,2024-04-29
U1609,P824,Electronics,182.69,2024-08-02
U1901,P1941,Sports,78.44,2024-08-02
U1335,P1391,Books,214.69,2024-10-31
U879,P1068,Home & Kitchen,168.01,2024-10-04
U877,P1805,Beauty,133.85,2024-01-10
U793,P47,Toys,395.44,2024-01-12
U1604,P1129,Home & Kitchen,103.58,2024-08-16
U271,P552,Sports,140.42,2024-05-28
U73,P68,Home & Kitchen,131.78,2024-11-10
U1552,P1211,Home & Kitchen,20.08,2024-04-22
U1107,P1403,Clothing,90.63,2024-06-26
U861,P1513,Books,292.37,2024-08-25
U1848,P313,Sports,347.3,2024-07-10
U296,P1926,Books,73.29,2024-09-01
U60,P387,Electronics,308.09,2024-03-11
U1924,P1953,Clothing,306.94,2024-01-10
U1232,P259,Clothing,241.98,2024-09-09
U272,P1255,Electronics,22.91,2024-05-04
U1389,P1540,Toys,261.58,2024-05-24
U150,P395,Sports,107.6,2024-06-07
U174,P1135,Books,121.58,2024-10-15
U1717,P1818,Home & Kitchen,359.1,2024-10-27
U1112,P936,Books,218.75,2024-08-03
U513,P558,Home & Kitchen,134.94,2024-01-07
U1998,P1097,Books,90.96,2024-05-10
U878,P25,Electronics,358.56,2024-06-10
U1760,P15,Toys,447.35,2024-05-13
U677,P1389,Home & Kitchen,457.75,2024-08-29
U1034,P676,Toys,95.79,2024-03-13
U819,P869,Electronics,233.29,2024-04-19
U739,P1755,Toys,35.94,2024-10-12
U1640,P203,Beauty,197.76,2024-10-28
U893,P1168,Sports,216.23,2024-04-14
U1899,P1290,Home & Kitchen,169.15,2024-03-17
U502,P633,Sports,154.69,2024-05-23
U1947,P1834,Home & Kitchen,207.65,2024-08-06
U362,P36,Clothing,207.54,2024-04-05
U1262,P408,Toys,350.86,2024-06-30
U1376,P1218,Electronics,212.41,2024-01-31
U447,P1126,Sports,341.46,2024-03-29
U534,P1066,Clothing,40.71,2024-06-20
U653,P471,Toys,290.08,2024-05-17
U1372,P713,Clothing,112.91,2024-01-15
U1378,P160,Beauty,24.09,2024-10-01
U915,P618,Beauty,110.91,2024-10-08
U1563,P1780,Electronics,205.67,2024-03-19
U1285,P782,Beauty,229.27,2024-02-01
U552,P1687,Clothing,405.54,2024-11-16
U869,P1619,Beauty,106.98,2024-10-25
U1317,P715,Sports,244.73,2024-09-11
U695,P778,Books,98.79,2024-11-16
U358,P417,Beauty,42.93,2024-11-04
U216,P964,Books,290.77,2024-09-19
U1703,P1228,Sports,45.28,2024-07-14
U1103,P950,Home & Kitchen,46.75,2024-10-11
U599,P1948,Toys,235.22,2024-07-23
U926,P1588,Home & Kitchen,373.99,2024-03-05
U1696,P1995,Sports,218.62,2024-08-18
U240,P82,Books,53.58,2024-08-30
U381,P864,Toys,60.76,2024-09-15
U1517,P1045,Home & Kitchen,246.62,2024-05-31
U890,P1423,Books,58.62,2024-02-24
U1843,P1671,Books,369.33,2024-07-15
U1504,P1571,Clothing,315.7,2024-06-24
U1276,P1038,Books,124.03,2024-10-27
U1169,P721,Beauty,17.8,2024-09-19
U1427,P327,Toys,434.36,2024-10-02
U679,P1414,Toys,233.57,2024-08-18
U52,P1387,Electronics,102.72,2024-10-31
U434,P1970,Clothing,330.45,2024-05-02
U1310,P973,Electronics,254.59,2024-11-03
U450,P1806,Beauty,60.43,2024-04-28
U1191,P1311,Sports,417.36,2024-02-14
U499,P254,Electronics,265.07,2024-01-24
U1512,P1801,Sports,300.0,2024-03-03
U913,P1160,Sports,45.47,2024-03-21
U620,P603,Clothing,192.83,2024-01-24
U537,P33,Home & Kitchen,65.54,2024-04-22
U1683,P311,Clothing,355.87,2024-08-13
U628,P565,Electronics,357.75,2024-07-29
U1280,P705,Electronics,157.17,2024-03-12
U203,P1860,Clothing,186.01,2024-02-15
U1419,P1641,Books,245.29,2024-05-03
U1026,P338,Beauty,190.22,2024-03-23
U699,P1936,Sports,254.46,2024-02-08
U580,P940,Electronics,152.16,2024-01-01
U1330,P398,Beauty,362.88,2024-01-20
U1946,P1438,Electronics,222.06,2024-06-19
U1307,P996,Home & Kitchen,162.81,2024-04-14
U587,P427,Electronics,421.74,2024-05-11
U551,P1984,Books,99.9,2024-08-27
U334,P1337,Home & Kitchen,76.09,2024-09-21
U491,P1685,Toys,184.89,2024-11-13
U1706,P275,Home & Kitchen,44.96,2024-01-23
U1782,P1258,Home & Kitchen,146.6,2024-02-16
U1063,P1600,Electronics,119.9,2024-10-30
U408,P1086,Beauty,452.74,2024-09-23
U922,P524,Sports,226.69,2024-02-16
U682,P1273,Sports,301.69,2024-07-15
U1833,P808,Home & Kitchen,63.27,2024-02-27
U617,P891,Clothing,390.11,2024-03-24
U466,P412,Beauty,233.66,2024-01-07
U293,P511,Toys,122.55,2024-06-15
U1994,P1081,Beauty,276.04,2024-11-06
U579,P1444,Beauty,232.69,2024-09-04
U448,P972,Home & Kitchen,98.93,2024-10-30
U1937,P1525,Sports,421.38,2024-11-09
U708,P652,Books,117.54,2024-10-10
U864,P1325,Toys,457.16,2024-11-05
U1612,P207,Home & Kitchen,25.91,2024-10-11
U273,P1515,Books,154.89,2024-08-09
U574,P1145,Clothing,31.98,2024-06-11
U883,P1245,Beauty,186.67,2024-03-20
U108,P1462,Sports,115.26,2024-07-21
U406,P1408,Clothing,295.17,2024-07-21
U1757,P551,Clothing,21.99,2024-05-02
U89,P995,Home & Kitchen,265.32,2024-06-02
U845,P250,Electronics,61.96,2024-05-14
U1214,P135,Sports,203.84,2024-10-04
U1771,P1450,Beauty,111.14,2024-03-28
U1578,P1302,Sports,161.82,2024-02-05
U119,P749,Books,188.6,2024-08-08
U885,P706,Home & Kitchen,38.09,2024-01-04
U1083,P1052,Home & Kitchen,303.26,2024-10-03
U1922,P1790,Electronics,24.02,2024-08-30
U228,P1578,Toys,272.14,2024-02-05
U44,P1373,Home & Kitchen,9.85,2024-10-16
U1304,P1606,Clothing,234.0,2024-03-07
U1405,P1006,Beauty,136.11,2024-01-27
U855,P1535,Sports,167.26,2024-09-10
U1505,P393,Clothing,297.68,2024-11-11
U972,P1699,Sports,259.1,2024-01-29
U176,P21,Books,343.56,2024-02-28
U1236,P803,Clothing,295.6,2024-09-28
U1966,P1691,Books,145.2,2024-04-25
U1855,P301,Sports,318.56,2024-05-31
U738,P727,Clothing,136.4,2024-11-13
U31,P1101,Clothing,206.46,2024-03-07
U567,P1393,Clothing,293.87,2024-03-02
U526,P48,Electronics,148.84,2024-05-23
U1962,P261,Electronics,119.08,2024-10-18
U1124,P975,Electronics,179.73,2024-02-23
U1718,P756,Books,349.77,2024-09-13
U295,P657,Beauty,276.47,2024-03-20
U1299,P1558,Home & Kitchen,299.53,2024-06-27
U1067,P1277,Electronics,204.23,2024-10-30
U1095,P200,Toys,252.68,2024-08-13
U953,P192,Books,151.36,2024-10-07
U1296,P381,Electronics,251.48,2024-09-13
U27,P1165,Books,202.44,2024-05-19
U519,P781,Sports,241.2,2024-04-07
U104,P693,Beauty,346.0,2024-09-16
U921,P1715,Toys,238.3,2024-06-01
U1927,P699,Toys,291.11,2024-07-03
U23,P312,Clothing,346.75,2024-05-15
U382,P1203,Toys,422.7,2024-09-20
U1093,P309,Books,128.14,2024-08-11
U1081,P414,Sports,219.84,2024-05-14
U1414,P1127,Electronics,28.6,2024-07-21
U1643,P1881,Books,66.0,2024-09-26
U697,P722,Clothing,264.43,2024-02-11
U1167,P1419,Sports,106.84,2024-07-16
U1503,P1150,Toys,435.67,2024-11-05
U395,P253,Books,458.34,2024-10-21
U801,P344,Electronics,191.24,2024-03-19
U335,P677,Toys,155.07,2024-10-16
U423,P1639,Sports,427.95,2024-11-07
U1889,P400,Beauty,249.76,2024-09-04
U610,P1332,Sports,275.45,2024-08-21
U1156,P53,Beauty,67.44,2024-08-09
U1551,P1331,Electronics,380.62,2024-04-28
U1178,P933,Electronics,138.47,2024-06-08
U1903,P1902,Home & Kitchen,306.21,2024-07-23
U1887,P1467,Electronics,139.14,2024-07-14
U177,P775,Home & Kitchen,350.63,2024-08-08
U1364,P236,Electronics,191.53,2024-02-02
U1674,P438,Sports,335.93,2024-04-16
U128,P1220,Home & Kitchen,84.17,2024-08-31
U1049,P1269,Sports,195.46,2024-06-28
U1165,P1547,Sports,18.04,2024-04-04
U1054,P345,Books,62.16,2024-06-19
U1494,P219,Clothing,210.56,2024-08-09
U1444,P1777,Toys,262.24,2024-09-13
U862,P66,Electronics,103.42,2024-10-21
U1390,P1040,Beauty,161.14,2024-05-28
U58,P851,Home & Kitchen,110.06,2024-11-19
U1605,P1008,Beauty,380.47,2024-10-14
U432,P525,Sports,329.98,2024-08-31
U1168,P105,Books,251.16,2024-03-03
U32,P1102,Home & Kitchen,261.41,2024-02-29
U1452,P1159,Clothing,80.79,2024-09-14
U1882,P516,Sports,82.01,2024-02-17
U1611,P895,Sports,222.18,2024-08-09
U18,P753,Sports,154.99,2024-05-24
U1715,P989,Books,155.06,2024-11-08
U330,P1973,Electronics,391.22,2024-05-09
U1542,P1681,Clothing,466.18,2024-02-09
U766,P645,Toys,223.25,2024-06-23
U806,P594,Beauty,246.39,2024-04-22
U726,P1435,Clothing,183.22,2024-09-24
U523,P1152,Beauty,214.72,2024-02-23
U1109,P579,Electronics,119.95,2024-08-21
U615,P1837,Books,30.93,2024-02-11
U927,P1223,Electronics,94.83,2024-07-19
U1708,P667,Sports,219.25,2024-11-11
U1217,P388,Clothing,124.93,2024-08-18
U37,P970,Sports,125.16,2024-04-08
U955,P364,Sports,280.98,2024-04-11
U53,P323,Clothing,358.21,2024-08-11
U1275,P1904,Toys,321.01,2024-05-03
U1188,P7,Toys,46.94,2024-02-25
U719,P142,Toys,66.93,2024-08-11
U1830,P1300,Sports,124.78,2024-05-14
U152,P1807,Electronics,15.78,2024-10-20
U1254,P1743,Electronics,22.83,2024-10-22
U773,P8,Home & Kitchen,141.64,2024-06-21
U195,P421,Electronics,223.74,2024-08-22
U754,P1563,Clothing,253.97,2024-03-03
U253,P1369,Clothing,457.07,2024-01-17
U1668,P1514,Electronics,442.46,2024-11-05
U433,P1493,Electronics,127.91,2024-03-12
U572,P274,Electronics,32.89,2024-10-08
U56,P949,Clothing,226.69,2024-01-23
U795,P42,Electronics,102.58,2024-09-09
U656,P1701,Sports,27.19,2024-10-10
U751,P630,Books,233.86,2024-08-11
U1105,P612,Toys,296.87,2024-06-25
U1461,P831,Toys,437.06,2024-07-31
U835,P1971,Home & Kitchen,193.8,2024-08-31
U223,P168,Books,165.95,2024-02-18
U1536,P1249,Home & Kitchen,347.7,2024-03-16
U852,P1890,Home & Kitchen,269.27,2024-10-15
U226,P257,Books,327.0,2024-10-08
U1206,P832,Electronics,223.51,2024-05-15
U954,P678,Clothing,360.76,2024-04-12
U1051,P1560,Electronics,232.35,2024-08-03
U780,P1167,Beauty,13.69,2024-06-05
U1810,P570,Books,339.32,2024-01-18
U1477,P1625,Toys,347.06,2024-03-11
U315,P1453,Electronics,176.01,2024-07-09
U1298,P493,Clothing,232.44,2024-10-04
U771,P1148,Clothing,361.62,2024-11-20
U1817,P1436,Clothing,179.32,2024-02-15
U215,P1557,Toys,54.03,2024-01-09
U62,P1700,Books,30.14,2024-09-29
U525,P1894,Electronics,238.61,2024-03-04
U740,P1276,Sports,198.29,2024-06-01
U1874,P1287,Clothing,253.98,2024-04-19
U690,P1009,Books,238.32,2024-05-17
U1284,P807,Sports,368.96,2024-02-13
U1158,P1214,Sports,286.73,2024-10-11
U1669,P1082,Books,247.07,2024-11-05
U1794,P281,Sports,319.16,2024-03-29
U342,P710,Beauty,221.53,2024-08-05
U314,P231,Books,369.25,2024-09-01
U975,P802,Electronics,134.87,2024-06-03
U340,P155,Clothing,458.6,2024-05-30
U544,P489,Books,140.65,2024-02-06
U141,P61,Clothing,18.84,2024-06-17
U1257,P1031,Home & Kitchen,93.41,2024-04-13
U11,P1561,Electronics,98.61,2024-03-28
U1597,P1631,Electronics,413.65,2024-06-01
U459,P1019,Electronics,25.75,2024-04-17
U180,P14,Toys,303.08,2024-05-18
U1339,P1178,Beauty,74.93,2024-06-25
U1648,P597,Beauty,308.54,2024-07-07
U1869,P1710,Sports,148.78,2024-03-09
U57,P71,Books,448.08,2024-06-13
U830,P1330,Clothing,48.08,2024-10-07
U1383,P109,Books,260.85,2024-06-17
U1199,P445,Sports,257.57,2024-03-10
U849,P1508,Toys,186.52,2024-03-21
U2000,P670,Books,128.13,2024-05-30
U1519,P1827,Sports,145.82,2024-09-09
U322,P137,Toys,280.45,2024-07-25
U110,P847,Home & Kitchen,25.32,2024-05-21
U1738,P1246,Sports,28.43,2024-09-20
U318,P1916,Home & Kitchen,51.23,2024-06-15
U1359,P49,Electronics,105.63,2024-03-04
U508,P262,Clothing,391.14,2024-11-17
U906,P1352,Toys,211.4,2024-06-28
U1197,P593,Electronics,30.49,2024-03-12
U168,P324,Books,371.24,2024-05-07
U183,P1286,Electronics,126.13,2024-08-21
U349,P1686,Beauty,296.8,2024-09-20
U1929,P1844,Sports,235.23,2024-03-09
U1953,P925,Toys,90.31,2024-06-15
U284,P495,Beauty,66.48,2024-07-02
U782,P1032,Beauty,420.85,2024-05-13
U814,P1315,Sports,195.58,2024-01-11
U140,P836,Toys,65.75,2024-07-28
U648,P1808,Clothing,87.29,2024-02-20
U896,P966,Books,157.58,2024-06-22
U1104,P574,Sports,99.85,2024-11-04
U515,P1706,Home & Kitchen,150.66,2024-09-10
U1329,P1896,Clothing,32.61,2024-08-23
U671,P1664,Electronics,13.81,2024-04-26
U1036,P1963,Sports,226.56,2024-04-08
U1872,P1959,Home & Kitchen,450.91,2024-09-30
U1677,P1121,Toys,421.85,2024-09-22
U1750,P220,Electronics,198.65,2024-10-31
U74,P1562,Beauty,142.13,2024-10-16
U1662,P373,Toys,73.11,2024-03-31
U940,P1411,Beauty,107.53,2024-05-07
U112,P1974,Toys,138.97,2024-04-23
U812,P486,Toys,122.67,2024-10-06
U75,P102,Toys,10.32,2024-05-13
U130,P952,Books,233.67,2024-10-02
U471,P890,Books,87.75,2024-10-13
U811,P100,Electronics,93.42,2024-07-24
U86,P696,Clothing,331.74,2024-10-13
U1421,P1301,Electronics,147.18,2024-07-20
U1458,P1196,Clothing,414.61,2024-02-07
U542,P1012,Home & Kitchen,326.66,2024-09-30
U492,P1215,Beauty,90.53,2024-09-01
U748,P637,Books,259.1,2024-06-12
U237,P1872,Books,143.77,2024-06-23
U1487,P1925,Clothing,333.11,2024-01-14
U1532,P403,Home & Kitchen,83.05,2024-01-20
U823,P1064,Home & Kitchen,153.01,2024-02-23
U1790,P1078,Toys,58.2,2024-04-12
U328,P1430,Clothing,149.01,2024-11-16
U1470,P1308,Toys,8.35,2024-03-10
U84,P617,Toys,95.58,2024-06-13
U1745,P1657,Sports,174.41,2024-06-12
U1979,P1328,Home & Kitchen,199.43,2024-04-18
U1228,P302,Electronics,25.38,2024-06-29
U1721,P1170,Electronics,159.29,2024-07-21
U1719,P1988,Clothing,15.34,2024-09-08
U1586,P1230,Books,257.25,2024-06-27
U1181,P179,Clothing,264.92,2024-10-01
U1075,P694,Electronics,264.04,2024-09-04
U1599,P384,Books,294.74,2024-07-13
U1377,P1238,Home & Kitchen,322.34,2024-07-17
U1694,P1826,Electronics,198.95,2024-02-28
U1986,P1298,Home & Kitchen,350.6,2024-06-26
U702,P1047,Beauty,394.96,2024-03-13
U1539,P299,Beauty,449.69,2024-07-25
U1015,P1106,Beauty,27.01,2024-06-02
U201,P1907,Toys,108.82,2024-01-09
U1131,P294,Toys,122.45,2024-07-22
U868,P1095,Toys,178.95,2024-09-02
U772,P1867,Beauty,417.94,2024-04-02
U838,P1621,Home & Kitchen,189.53,2024-02-08
U1625,P32,Beauty,248.76,2024-03-26
U1474,P328,Sports,331.16,2024-09-19
U645,P644,Electronics,326.25,2024-09-10
U1844,P216,Home & Kitchen,288.12,2024-11-12
U529,P1878,Books,144.77,2024-06-13
U693,P123,Books,161.64,2024-10-13
U373,P74,Sports,21.78,2024-09-03
U1665,P780,Beauty,295.24,2024-02-10
U1617,P1164,Toys,215.82,2024-09-15
U455,P789,Home & Kitchen,326.1,2024-05-20
U8,P59,Home & Kitchen,137.71,2024-03-12
U1429,P522,Sports,141.81,2024-08-27
U1114,P356,Electronics,395.18,2024-02-16
U498,P1431,Toys,229.44,2024-07-07
U630,P893,Clothing,107.48,2024-01-05
U19,P268,Electronics,26.18,2024-09-17
U55,P729,Beauty,66.78,2024-01-28
U1479,P1487,Clothing,28.27,2024-09-30
U660,P1051,Books,150.73,2024-02-19
U798,P1688,Electronics,412.27,2024-04-06
U1407,P867,Home & Kitchen,227.4,2024-04-19
U817,P1630,Beauty,280.19,2024-01-01
U1714,P433,Books,387.06,2024-08-28
U1787,P743,Clothing,134.1,2024-02-23
U1159,P402,Beauty,233.43,2024-02-27
U720,P1728,Electronics,105.58,2024-07-07
U1574,P446,Clothing,369.33,2024-10-06
U1746,P1922,Sports,57.06,2024-04-10
U473,P290,Sports,177.24,2024-03-12
U1253,P1729,Toys,188.6,2024-04-13
U1204,P709,Sports,124.78,2024-07-27
U1195,P273,Home & Kitchen,229.32,2024-10-02
U1274,P1797,Home & Kitchen,39.56,2024-01-08
U557,P1812,Beauty,335.46,2024-03-22
U1941,P1143,Sports,412.56,2024-10-23
U15,P1144,Electronics,305.1,2024-07-07
U527,P1599,Electronics,39.57,2024-07-23
U1508,P342,Sports,14.12,2024-10-18
U1147,P1274,Sports,367.12,2024-06-18
U1433,P1736,Electronics,121.0,2024-05-20
U959,P1931,Toys,199.42,2024-03-27
U235,P1967,Books,221.91,2024-06-23
U853,P107,Electronics,93.6,2024-01-05
U2,P224,Electronics,300.06,2024-04-20
U1484,P1853,Clothing,32.64,2024-06-07
U1019,P1627,Toys,193.8,2024-10-27
U545,P701,Clothing,329.77,2024-11-18
U1933,P691,Home & Kitchen,360.6,2024-11-05
U139,P258,Home & Kitchen,73.62,2024-07-21
U724,P1564,Clothing,324.74,2024-03-06
U1002,P1291,Electronics,248.26,2024-10-03
U1653,P1076,Books,331.38,2024-10-09
U184,P1912,Home & Kitchen,457.77,2024-08-15
U1090,P621,Books,343.96,2024-04-26
U1649,P1992,Clothing,112.71,2024-06-24
U1260,P1189,Toys,477.48,2024-10-25
U1655,P543,Books,225.88,2024-11-12
U1440,P1972,Home & Kitchen,299.66,2024-06-13
U1455,P1005,Electronics,182.46,2024-09-29
U289,P1908,Books,126.22,2024-01-20
U353,P539,Books,11.28,2024-03-10
U350,P463,Home & Kitchen,379.24,2024-05-21
U859,P1726,Home & Kitchen,183.11,2024-02-07
U1079,P1663,Sports,338.89,2024-11-01
U1743,P78,Beauty,65.92,2024-01-07
U1154,P1375,Clothing,273.86,2024-01-21
U267,P1015,Home & Kitchen,55.71,2024-09-25
U14,P1336,Books,387.11,2024-08-17
U1264,P1841,Electronics,79.59,2024-07-17
U122,P456,Toys,231.42,2024-08-25
U1175,P440,Books,86.23,2024-05-24
U428,P1212,Beauty,117.12,2024-11-19
U1358,P947,Books,309.34,2024-04-28
U1839,P1184,Electronics,256.51,2024-06-21
U1828,P1374,Sports,313.63,2024-03-08
U36,P1458,Home & Kitchen,496.82,2024-04-20
U565,P1888,Electronics,154.82,2024-06-26
U1293,P56,Sports,264.49,2024-11-07
U716,P383,Toys,165.92,2024-08-02
U500,P1935,Toys,240.64,2024-10-25
U992,P1581,Beauty,42.68,2024-09-22
U1885,P303,Clothing,97.77,2024-07-19
U939,P1968,Sports,20.01,2024-05-20
U1164,P527,Sports,410.2,2024-05-17
U566,P1313,Clothing,171.85,2024-03-05
U77,P1278,Books,387.35,2024-04-16
U1424,P624,Books,247.11,2024-04-09
U1180,P226,Home & Kitchen,144.94,2024-01-30
U1693,P1498,Books,210.85,2024-09-28
U1980,P1991,Sports,378.97,2024-10-25
U92,P1085,Home & Kitchen,247.83,2024-09-12
U1831,P134,Sports,187.41,2024-04-15
U1371,P513,Books,228.76,2024-10-02
U688,P1022,Electronics,231.76,2024-10-21
U741,P639,Sports,249.98,2024-08-24
U769,P1003,Electronics,188.09,2024-10-03
U987,P1179,Toys,170.1,2024-09-27
U990,P1969,Sports,376.98,2024-02-14
U1119,P620,Books,92.55,2024-07-13
U802,P567,Home & Kitchen,176.92,2024-10-31
U1265,P987,Beauty,129.53,2024-04-19
U1682,P914,Toys,383.07,2024-11-03
U486,P367,Books,201.65,2024-04-28
U1676,P287,Beauty,458.94,2024-03-14
U1333,P363,Home & Kitchen,186.09,2024-06-18
U68,P1481,Toys,75.22,2024-01-17
U46,P1928,Toys,169.77,2024-10-12
U234,P568,Home & Kitchen,124.48,2024-05-04
U530,P1091,Beauty,52.38,2024-01-19
U796,P1303,Sports,493.04,2024-03-17
U124,P334,Clothing,79.29,2024-07-31
U1118,P1840,Toys,390.57,2024-01-03
U1814,P1965,Home & Kitchen,209.13,2024-05-11
U1078,P1669,Electronics,172.66,2024-09-03
U1895,P1977,Clothing,186.56,2024-05-14
U355,P1359,Toys,213.35,2024-09-26
U1115,P719,Books,124.42,2024-11-05
U985,P12,Electronics,24.44,2024-04-09
U1659,P1742,Sports,420.22,2024-02-17
U876,P1933,Beauty,131.4,2024-02-12
U1908,P141,Toys,181.78,2024-05-03
U1086,P1425,Clothing,128.49,2024-02-15
U790,P1209,Toys,350.73,2024-04-01
U1316,P1615,Home & Kitchen,169.49,2024-01-28
U1623,P1950,Beauty,394.25,2024-05-19
U1965,P1819,Toys,184.84,2024-09-09
U1809,P371,Electronics,402.37,2024-07-30
U165,P196,Toys,130.6,2024-03-09
U521,P1124,Clothing,340.87,2024-05-11
U897,P845,Electronics,263.25,2024-05-24
U1408,P1338,Books,180.9,2024-09-23
U993,P1915,Electronics,358.13,2024-10-19
U451,P553,Toys,104.55,2024-08-02
U757,P903,Toys,312.27,2024-06-18
U1441,P1898,Beauty,39.99,2024-03-27
U389,P233,Home & Kitchen,211.97,2024-03-29
U1932,P329,Clothing,433.59,2024-09-03
U1886,P1848,Toys,300.02,2024-02-27
U581,P1962,Books,368.74,2024-04-20
U444,P407,Home & Kitchen,99.42,2024-07-28
U1576,P1795,Books,268.07,2024-10-13
U316,P1682,Books,205.21,2024-06-02
U613,P811,Electronics,196.91,2024-08-21
U1529,P953,Electronics,279.13,2024-05-04
U9,P55,Clothing,387.12,2024-06-15
U689,P1048,Toys,281.85,2024-10-04
U1318,P1093,Sports,116.64,2024-03-04
U1548,P124,Sports,344.44,2024-05-31
U182,P1909,Books,72.55,2024-10-04
U866,P653,Sports,210.16,2024-03-04
U1152,P350,Sports,42.08,2024-09-09
U1728,P874,Sports,297.36,2024-07-14
U102,P1496,Books,304.56,2024-01-25
U1637,P515,Toys,307.37,2024-05-02
U909,P898,Electronics,427.96,2024-11-07
U29,P1570,Books,280.76,2024-10-14
U337,P1716,Electronics,129.07,2024-06-11
U584,P3,Clothing,276.74,2024-06-18
U805,P1637,Toys,293.62,2024-10-08
U1025,P544,Books,331.47,2024-05-22
U196,P1314,Home & Kitchen,15.37,2024-11-02
U1716,P199,Books,158.85,2024-11-20
U1851,P297,Electronics,104.49,2024-06-17
U59,P1388,Toys,108.48,2024-05-30
U963,P772,Electronics,31.59,2024-03-25
U1595,P1335,Electronics,181.56,2024-08-14
U1287,P1823,Clothing,350.58,2024-09-10
U722,P963,Clothing,111.06,2024-02-27
U5,P475,Beauty,378.63,2024-10-31
U1783,P18,Home & Kitchen,336.82,2024-11-04
U1923,P1149,Beauty,206.19,2024-10-15
U685,P686,Home & Kitchen,18.57,2024-06-10
