Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day
390-31-6381,Islamabad,Normal,Male,Food and beverages,27.22,3,4.083,0.07273892738316899,2019-01-07,12:37,0,81.66,4.761904762,4.083,7.3,2019,1,7
597-78-7908,Islamabad,Normal,Male,Fashion accessories,90.22,3,13.533,0.2650407496718659,2019-02-18,19:39,0,270.66,4.761904762,13.533,6.2,2019,2,18
891-01-7034,Faisalabad,Normal,Female,Electronic accessories,74.71,6,22.413,0.44574341442568904,2019-01-01,19:07,0,448.26,4.761904762,22.413,6.7,2019,1,1
548-46-9322,Faisalabad,Normal,Male,Food and beverages,39.9,10,19.95,0.3956228442355239,2019-02-20,15:24,1,399.0,4.761904762,19.95,5.9,2019,2,20
145-94-9061,Faisalabad,Normal,Female,Food and beverages,88.36,5,22.09,0.43917055848926057,2019-01-25,19:48,0,441.8,4.761904762,22.09,9.6,2019,1,25
471-06-8611,Islamabad,Normal,Female,Food and beverages,52.42,1,2.621,0.042988105776176955,2019-02-06,10:22,1,52.42,4.761904762,2.621,6.3,2019,2,6
641-43-2399,Faisalabad,Normal,Male,Home and lifestyle,25.55,4,5.11,0.0936377603451258,2019-01-26,20:23,2,102.2,4.761904762,5.11,5.7,2019,1,26
394-41-0748,Islamabad,Member,Female,Fashion accessories,54.07,9,24.3315,0.4847837367601721,2019-01-27,14:55,2,486.63,4.761904762,24.3315,9.5,2019,1,27
658-66-3967,Islamabad,Normal,Male,Health and beauty,53.19,7,18.6165,0.3684869204236745,2019-01-14,15:42,2,372.33,4.761904762,18.6165,5.0,2019,1,14
105-31-1824,Rawalpindi,Member,Male,Sports and travel,69.52,7,24.332,0.4847939114597641,2019-02-01,15:10,1,486.64,4.761904762,24.332,8.5,2019,2,1
186-79-9562,Faisalabad,Normal,Male,Health and beauty,71.77,7,25.1195,0.5008190633171554,2019-03-29,14:06,0,502.39,4.761904762,25.1195,8.9,2019,3,29
731-81-9469,Islamabad,Member,Female,Sports and travel,89.8,10,44.9,0.9033403538760517,2019-01-23,13:00,1,898.0,4.761904762,44.9,5.4,2019,1,23
608-27-6295,Faisalabad,Member,Male,Electronic accessories,52.89,6,15.867,0.31253624736729646,2019-01-19,17:34,1,317.34,4.761904762,15.867,9.8,2019,1,19
355-53-5943,Rawalpindi,Member,Female,Electronic accessories,68.84,6,20.652,0.40990812246268427,2019-02-25,14:36,2,413.04,4.761904762,20.652,5.8,2019,2,25
390-17-5806,Islamabad,Member,Female,Food and beverages,38.42,1,1.921,0.028743526347384595,2019-02-02,16:33,0,38.42,4.761904762,1.921,8.6,2019,2,2
701-69-8742,Faisalabad,Normal,Male,Sports and travel,34.37,10,17.185,0.33935675549179406,2019-03-16,10:11,2,343.7,4.761904762,17.185,6.7,2019,3,16
841-35-6630,Islamabad,Normal,Female,Electronic accessories,75.91,6,22.773,0.45306919813192514,2019-03-09,18:21,0,455.46,4.761904762,22.773,8.7,2019,3,9
313-66-9943,Faisalabad,Member,Female,Food and beverages,29.15,3,4.3725,0.07863007844693384,2019-03-27,20:29,1,87.45,4.761904762,4.3725,7.3,2019,3,27
674-56-6360,Rawalpindi,Normal,Male,Electronic accessories,95.15,1,4.7575,0.08646459713276965,2019-03-22,14:00,0,95.15,4.761904762,4.7575,6.0,2019,3,22
346-84-3103,Faisalabad,Member,Female,Electronic accessories,13.22,5,3.305,0.056907094818025486,2019-03-02,19:26,0,66.1,4.761904762,3.305,4.3,2019,3,2
458-41-1477,Islamabad,Normal,Female,Health and beauty,46.26,6,13.878,0.27206129239034216,2019-03-08,17:11,1,277.56,4.761904762,13.878,9.5,2019,3,8
744-16-7898,Faisalabad,Normal,Female,Home and lifestyle,97.37,10,48.685,0.9803628297874504,2019-01-15,13:48,1,973.7,4.761904762,48.685,4.9,2019,1,15
157-13-5295,Rawalpindi,Member,Male,Health and beauty,51.94,10,25.97,0.5181262273231382,2019-03-09,18:24,2,519.4,4.761904762,25.97,6.5,2019,3,9
239-36-3640,Faisalabad,Normal,Male,Electronic accessories,45.35,6,13.605,0.2665059064131131,2019-01-31,13:44,2,272.1,4.761904762,13.605,6.1,2019,1,31
887-42-0517,Islamabad,Normal,Female,Sports and travel,83.14,7,29.099,0.58179949736984,2019-01-10,10:31,1,581.98,4.761904762,29.099,6.6,2019,1,10
277-63-2961,Faisalabad,Member,Male,Sports and travel,73.97,1,3.6985,0.06491458339692519,2019-02-03,15:53,1,73.97,4.761904762,3.6985,5.4,2019,2,3
695-51-0018,Faisalabad,Normal,Female,Sports and travel,34.84,4,6.968,0.13144694402897755,2019-02-10,18:36,0,139.36,4.761904762,6.968,7.4,2019,2,10
886-18-2897,Rawalpindi,Normal,Female,Food and beverages,56.56,5,14.14,0.2773928349765473,2019-03-22,19:06,1,282.8,4.761904762,14.14,4.5,2019,3,22
200-16-5952,Islamabad,Member,Male,Food and beverages,65.65,2,6.565,0.12324613615782994,2019-01-17,16:46,0,131.3,4.761904762,6.565,6.0,2019,1,17
895-66-0685,Faisalabad,Member,Male,Food and beverages,18.08,3,2.712,0.04483990110191996,2019-03-05,19:46,2,54.24,4.761904762,2.712,8.0,2019,3,5
554-53-8700,Islamabad,Member,Male,Home and lifestyle,56.11,2,5.611,0.10383280933630433,2019-02-02,10:11,0,112.22,4.761904762,5.611,6.3,2019,2,2
182-52-7000,Rawalpindi,Member,Female,Sports and travel,27.04,4,5.408,0.09970188130195455,2019-01-01,20:26,2,108.16,4.761904762,5.408,6.9,2019,1,1
588-01-7461,Islamabad,Normal,Female,Food and beverages,33.98,9,15.291,0.3008149934373187,2019-03-24,10:43,0,305.82,4.761904762,15.291,4.2,2019,3,24
379-17-6588,Islamabad,Normal,Male,Fashion accessories,59.61,10,29.805,0.5961661731937363,2019-03-14,11:07,0,596.1,4.761904762,29.805,5.3,2019,3,14
106-35-6779,Rawalpindi,Member,Male,Home and lifestyle,44.34,2,4.434,0.07988156649674918,2019-03-27,11:26,0,88.68,4.761904762,4.434,5.8,2019,3,27
882-40-4577,Rawalpindi,Member,Male,Sports and travel,67.26,4,13.452,0.2633924483379628,2019-01-19,15:28,1,269.04,4.761904762,13.452,8.0,2019,1,19
138-17-5109,Rawalpindi,Member,Female,Home and lifestyle,89.21,9,40.1445,0.8065687860565915,2019-01-15,15:42,1,802.89,4.761904762,40.1445,6.5,2019,1,15
406-46-7107,Rawalpindi,Normal,Female,Home and lifestyle,96.52,6,28.956,0.5788895332865296,2019-01-11,11:52,0,579.12,4.761904762,28.956,4.5,2019,1,11
727-02-1313,Rawalpindi,Member,Male,Food and beverages,31.84,1,1.592,0.022048574015852185,2019-02-09,13:22,0,31.84,4.761904762,1.592,7.7,2019,2,9
549-59-1358,Rawalpindi,Member,Male,Sports and travel,88.63,3,13.2945,0.26018741796648454,2019-03-02,17:36,2,265.89,4.761904762,13.2945,6.0,2019,3,2
554-53-3790,Faisalabad,Normal,Male,Sports and travel,37.02,6,11.106,0.2156527578523244,2019-03-22,18:33,0,222.12,4.761904762,11.106,4.5,2019,3,22
358-88-9262,Islamabad,Member,Female,Food and beverages,87.48,6,26.244,0.5237019626995513,2019-02-01,18:43,2,524.88,4.761904762,26.244,5.1,2019,2,1
435-13-4908,Rawalpindi,Member,Male,Fashion accessories,86.68,8,34.672,0.6952066990222112,2019-01-24,18:04,1,693.44,4.761904762,34.672,7.2,2019,1,24
828-46-6863,Rawalpindi,Member,Male,Food and beverages,98.53,6,29.559,0.5911602209944751,2019-01-23,11:22,1,591.18,4.761904762,29.559,4.0,2019,1,23
372-62-5264,Islamabad,Normal,Female,Food and beverages,52.6,9,23.67,0.4713226091999633,2019-01-16,14:42,0,473.4,4.761904762,23.67,7.6,2019,1,16
321-49-7382,Faisalabad,Member,Male,Sports and travel,88.31,1,4.4155,0.07950510261184537,2019-02-15,17:38,1,88.31,4.761904762,4.4155,5.2,2019,2,15
633-09-3463,Islamabad,Normal,Female,Electronic accessories,47.65,3,7.1475,0.13509966118250358,2019-03-28,12:58,1,142.95,4.761904762,7.1475,9.5,2019,3,28
162-48-8011,Rawalpindi,Member,Female,Food and beverages,44.59,5,11.1475,0.21649725791845995,2019-02-10,15:10,0,222.95,4.761904762,11.1475,8.5,2019,2,10
862-17-9201,Faisalabad,Normal,Female,Food and beverages,84.05,6,25.215,0.5027624309392265,2019-01-29,10:48,1,504.3,4.761904762,25.215,7.7,2019,1,29
425-85-2085,Faisalabad,Member,Male,Health and beauty,54.86,5,13.715,0.2687443403233519,2019-03-29,16:48,2,274.3,4.761904762,13.715,9.8,2019,3,29
246-55-6923,Islamabad,Member,Female,Home and lifestyle,35.79,9,16.1055,0.3173895790726779,2019-03-10,15:06,1,322.11,4.761904762,16.1055,5.1,2019,3,10
534-53-3526,Rawalpindi,Normal,Female,Sports and travel,94.76,4,18.952,0.3753141438499028,2019-02-11,16:06,2,379.04,4.761904762,18.952,7.8,2019,2,11
154-74-7179,Faisalabad,Normal,Male,Sports and travel,54.45,1,2.7225,0.045053569793351844,2019-02-26,19:24,2,54.45,4.761904762,2.7225,7.9,2019,2,26
832-51-6761,Rawalpindi,Normal,Male,Food and beverages,33.88,8,13.552,0.2654273882563617,2019-01-19,20:29,2,271.04,4.761904762,13.552,9.6,2019,1,19
786-94-2700,Rawalpindi,Member,Male,Food and beverages,80.62,6,24.186,0.4818228991789017,2019-02-28,20:18,0,483.72,4.761904762,24.186,9.1,2019,2,28
370-96-0655,Islamabad,Normal,Female,Fashion accessories,49.32,6,14.796,0.29074204084124416,2019-01-09,13:46,2,295.92,4.761904762,14.796,7.1,2019,1,9
343-75-9322,Faisalabad,Member,Female,Sports and travel,11.85,8,4.74,0.08610848264704984,2019-01-09,16:34,0,94.8,4.761904762,4.74,4.1,2019,1,9
220-28-1851,Rawalpindi,Normal,Male,Home and lifestyle,34.73,2,3.473,0.06032579388093566,2019-03-01,18:14,2,69.46,4.761904762,3.473,9.7,2019,3,1
453-12-7053,Islamabad,Normal,Male,Fashion accessories,45.74,3,6.861,0.1292695583162907,2019-03-10,17:38,1,137.22,4.761904762,6.861,6.5,2019,3,10
329-62-1586,Rawalpindi,Normal,Male,Food and beverages,54.67,3,8.2005,0.1565275785232441,2019-01-21,18:00,1,164.01,4.761904762,8.2005,8.6,2019,1,21
258-92-7466,Rawalpindi,Normal,Female,Health and beauty,35.68,5,8.92,0.17116897123612423,2019-02-06,18:33,1,178.4,4.761904762,8.92,6.6,2019,2,6
305-18-3552,Faisalabad,Member,Male,Home and lifestyle,60.38,10,30.19,0.6040006918795722,2019-02-12,16:19,0,603.8,4.761904762,30.19,6.0,2019,2,12
241-11-2261,Faisalabad,Normal,Female,Fashion accessories,79.86,7,27.951,0.5584383871066206,2019-01-10,10:33,1,559.02,4.761904762,27.951,5.5,2019,1,10
616-87-0016,Faisalabad,Normal,Male,Fashion accessories,95.54,7,33.439,0.6701158898283528,2019-03-09,14:36,1,668.78,4.761904762,33.439,9.6,2019,3,9
468-88-0009,Rawalpindi,Member,Male,Home and lifestyle,65.94,4,13.188,0.2580202069533897,2019-03-24,10:29,0,263.76,4.761904762,13.188,6.0,2019,3,24
787-56-0757,Islamabad,Member,Female,Food and beverages,80.36,4,16.072,0.3167078742000142,2019-02-23,18:45,1,321.44,4.761904762,16.072,8.3,2019,2,23
803-83-5989,Islamabad,Normal,Male,Home and lifestyle,55.73,6,16.719,0.3298739354720552,2019-02-24,10:55,2,334.38,4.761904762,16.719,7.0,2019,2,24
364-33-8584,Faisalabad,Member,Female,Food and beverages,17.63,5,4.4075,0.07934230741837346,2019-03-08,15:27,0,88.15,4.761904762,4.4075,8.5,2019,3,8
126-54-1082,Rawalpindi,Member,Female,Home and lifestyle,21.54,9,9.693,0.18689905680534782,2019-01-07,11:44,1,193.86,4.761904762,9.693,8.8,2019,1,7
498-41-1961,Faisalabad,Normal,Male,Health and beauty,66.68,5,16.67,0.3288768149120397,2019-02-20,18:01,0,333.4,4.761904762,16.67,7.6,2019,2,20
612-36-5536,Rawalpindi,Member,Male,Food and beverages,80.96,8,32.384,0.6486472736892442,2019-02-17,11:12,1,647.68,4.761904762,32.384,7.4,2019,2,17
320-49-6392,Islamabad,Normal,Female,Electronic accessories,30.24,1,1.512,0.02042062208113305,2019-03-04,15:44,0,30.24,4.761904762,1.512,8.4,2019,3,4
710-46-4433,Faisalabad,Member,Female,Food and beverages,77.4,9,34.83,0.6984219040932815,2019-02-15,14:15,1,696.6,4.761904762,34.83,4.5,2019,2,15
537-72-0426,Islamabad,Member,Male,Fashion accessories,70.99,10,35.495,0.7119542545506342,2019-03-20,16:28,0,709.9,4.761904762,35.495,5.7,2019,3,20
365-64-0515,Rawalpindi,Normal,Female,Electronic accessories,46.95,5,11.7375,0.22850340343701353,2019-02-12,10:25,2,234.75,4.761904762,11.7375,7.1,2019,2,12
851-28-6367,Rawalpindi,Member,Male,Sports and travel,15.5,10,7.75,0.147360174190857,2019-03-23,10:55,2,155.0,4.761904762,7.75,8.0,2019,3,23
613-59-9758,Islamabad,Normal,Female,Sports and travel,14.36,10,7.18,0.13576101665598322,2019-01-27,14:28,0,143.6,4.761904762,7.18,5.4,2019,1,27
115-38-7388,Islamabad,Member,Female,Fashion accessories,10.18,8,4.072,0.07251508399214512,2019-03-30,12:51,1,81.44,4.761904762,4.072,9.5,2019,3,30
509-29-3912,Rawalpindi,Member,Female,Sports and travel,38.72,9,17.424,0.34422026189676747,2019-03-20,12:24,2,348.48,4.761904762,17.424,4.2,2019,3,20
279-62-1445,Islamabad,Member,Female,Fashion accessories,12.54,1,0.627,0.0024114038033027085,2019-02-21,12:38,0,12.54,4.761904762,0.627,8.2,2019,2,21
239-48-4278,Rawalpindi,Member,Male,Food and beverages,10.13,7,3.5455,0.06180112532177487,2019-03-10,19:35,2,70.91,4.761904762,3.5455,8.3,2019,3,10
746-04-1077,Faisalabad,Member,Female,Food and beverages,84.63,10,42.315,0.85073715698544,2019-01-01,11:36,1,846.3,4.761904762,42.315,9.0,2019,1,1
149-15-7606,Faisalabad,Member,Male,Sports and travel,37.32,9,16.794,0.3314001404108543,2019-03-06,15:31,2,335.88,4.761904762,16.794,5.1,2019,3,6
701-23-5550,Faisalabad,Member,Male,Home and lifestyle,38.81,4,7.762,0.14760436698106488,2019-03-19,13:40,2,155.24,4.761904762,7.762,4.9,2019,3,19
339-18-7061,Islamabad,Member,Female,Fashion accessories,92.98,2,9.298,0.17886104412767215,2019-02-13,15:06,1,185.96,4.761904762,9.298,8.0,2019,2,13
420-04-7590,Faisalabad,Normal,Male,Home and lifestyle,99.7,3,14.955,0.2939775953114984,2019-03-18,11:29,2,299.1,4.761904762,14.955,4.7,2019,3,18
175-54-2529,Rawalpindi,Member,Male,Food and beverages,22.17,8,8.868,0.17011080247855684,2019-03-03,17:01,1,177.36,4.761904762,8.868,9.6,2019,3,3
518-17-2983,Rawalpindi,Normal,Female,Fashion accessories,48.63,4,9.726,0.18757058697841947,2019-02-04,15:44,2,194.52,4.761904762,9.726,7.6,2019,2,4
556-41-6224,Islamabad,Normal,Male,Health and beauty,33.64,8,13.456,0.2634738459346988,2019-02-15,17:10,1,269.12,4.761904762,13.456,9.3,2019,2,15
127-47-6963,Rawalpindi,Normal,Male,Health and beauty,51.71,4,10.342,0.20010581687575674,2019-03-09,13:53,1,206.84,4.761904762,10.342,9.8,2019,3,9
166-19-2553,Rawalpindi,Member,Male,Sports and travel,89.06,6,26.718,0.533347577912762,2019-01-18,17:26,0,534.36,4.761904762,26.718,9.9,2019,1,18
308-47-4913,Rawalpindi,Member,Female,Sports and travel,52.26,10,26.13,0.5213821311925765,2019-03-09,12:45,1,522.6,4.761904762,26.13,6.2,2019,3,9
423-80-0988,Islamabad,Normal,Male,Sports and travel,76.4,2,7.64,0.14512174028061822,2019-01-30,19:42,2,152.8,4.761904762,7.64,6.5,2019,1,30
799-71-1548,Rawalpindi,Member,Male,Electronic accessories,77.72,4,15.544,0.305963391430868,2019-01-07,16:11,1,310.88,4.761904762,15.544,8.8,2019,1,7
182-88-2763,Faisalabad,Member,Male,Food and beverages,79.91,3,11.9865,0.2335704038338268,2019-03-20,19:28,1,239.73,4.761904762,11.9865,5.0,2019,3,20
460-93-5834,Rawalpindi,Normal,Male,Sports and travel,45.58,7,15.953,0.3142862956971195,2019-01-13,10:03,0,319.06,4.761904762,15.953,5.0,2019,1,13
679-22-6530,Faisalabad,Normal,Female,Sports and travel,40.62,2,4.062,0.07231159000030524,2019-01-17,10:01,1,81.24,4.761904762,4.062,4.1,2019,1,17
667-23-5919,Rawalpindi,Member,Female,Fashion accessories,96.7,5,24.175,0.4815990557878778,2019-01-14,12:52,2,483.5,4.761904762,24.175,7.0,2019,1,14
132-23-6451,Rawalpindi,Member,Male,Health and beauty,20.97,5,5.2425,0.09633405573700435,2019-01-04,13:21,0,104.85,4.761904762,5.2425,7.8,2019,1,4
287-21-9091,Rawalpindi,Normal,Male,Home and lifestyle,74.67,9,33.6015,0.673422667195751,2019-01-22,10:55,2,672.03,4.761904762,33.6015,9.4,2019,1,22
645-44-1170,Rawalpindi,Member,Male,Home and lifestyle,58.07,9,26.1315,0.5214126552913524,2019-01-19,20:07,2,522.63,4.761904762,26.1315,4.3,2019,1,19
258-69-7810,Islamabad,Normal,Female,Fashion accessories,36.85,5,9.2125,0.17712117049744106,2019-01-26,18:53,0,184.25,4.761904762,9.2125,9.2,2019,1,26
324-92-3863,Rawalpindi,Member,Male,Electronic accessories,20.89,2,2.089,0.03216222541029476,2019-02-05,18:45,0,41.78,4.761904762,2.089,9.8,2019,2,5
541-89-9860,Islamabad,Member,Female,Fashion accessories,80.48,3,12.072,0.23531027746405786,2019-02-15,12:31,0,241.44,4.761904762,12.072,8.1,2019,2,15
716-39-1409,Faisalabad,Normal,Male,Health and beauty,30.35,7,10.6225,0.20581382334686565,2019-03-19,18:19,0,212.45,4.761904762,10.6225,8.0,2019,3,19
237-01-6122,Islamabad,Member,Female,Home and lifestyle,80.79,9,36.3555,0.7294649125484569,2019-02-01,20:31,1,727.11,4.761904762,36.3555,9.5,2019,2,1
186-09-3669,Islamabad,Member,Female,Health and beauty,81.51,1,4.0755,0.07258630688928908,2019-01-22,10:57,2,81.51,4.761904762,4.0755,9.2,2019,1,22
719-89-8991,Rawalpindi,Member,Female,Sports and travel,91.41,5,22.8525,0.4546869753670522,2019-02-25,16:03,2,457.05,4.761904762,22.8525,7.1,2019,2,25
533-33-5337,Faisalabad,Normal,Male,Electronic accessories,79.39,10,39.695,0.7974217311233885,2019-02-07,20:24,0,793.9,4.761904762,39.695,6.2,2019,2,7
372-26-1506,Islamabad,Normal,Female,Fashion accessories,23.82,5,5.955,0.11083300265559659,2019-01-28,19:24,2,119.1,4.761904762,5.955,5.4,2019,1,28
873-51-0671,Rawalpindi,Member,Female,Sports and travel,21.98,7,7.693,0.14620025843736964,2019-01-10,16:42,2,153.86,4.761904762,7.693,5.1,2019,1,10
641-62-7288,Faisalabad,Normal,Male,Home and lifestyle,99.92,6,29.976,0.5996459204541985,2019-03-24,13:33,2,599.52,4.761904762,29.976,7.1,2019,3,24
318-68-5053,Faisalabad,Normal,Female,Health and beauty,76.99,6,23.097,0.45966240346753756,2019-02-27,17:55,0,461.94,4.761904762,23.097,6.1,2019,2,27
898-04-2717,Rawalpindi,Normal,Male,Fashion accessories,76.4,9,34.38,0.6892646744604864,2019-03-19,15:49,2,687.6,4.761904762,34.38,7.5,2019,3,19
267-62-7380,Islamabad,Member,Male,Electronic accessories,82.34,10,41.17,0.8274370949197725,2019-03-29,19:12,2,823.4,4.761904762,41.17,4.3,2019,3,29
181-82-6255,Faisalabad,Normal,Female,Home and lifestyle,16.37,6,4.911,0.08958822990751197,2019-02-08,10:58,0,98.22,4.761904762,4.911,7.0,2019,2,8
458-10-8612,Islamabad,Normal,Male,Health and beauty,64.08,7,22.428,0.4460486554134489,2019-01-20,12:27,2,448.56,4.761904762,22.428,7.6,2019,1,20
830-58-2383,Faisalabad,Normal,Male,Home and lifestyle,31.75,4,6.35,0.11887101533327225,2019-02-08,15:26,0,127.0,4.761904762,6.35,8.6,2019,2,8
880-35-0356,Rawalpindi,Member,Female,Sports and travel,75.2,3,11.28,0.2191935533103385,2019-02-05,11:51,2,225.6,4.761904762,11.28,4.8,2019,2,5
277-35-5865,Islamabad,Member,Female,Food and beverages,98.97,9,44.5365,0.8959433472726716,2019-03-09,11:23,0,890.73,4.761904762,44.5365,6.7,2019,3,9
512-91-0811,Islamabad,Normal,Male,Health and beauty,89.75,1,4.4875,0.08097025935309259,2019-02-06,20:05,1,89.75,4.761904762,4.4875,6.6,2019,2,6
529-56-3974,Faisalabad,Member,Male,Electronic accessories,25.51,4,5.102,0.09347496515165388,2019-03-09,17:03,0,102.04,4.761904762,5.102,6.8,2019,3,9
316-01-3952,Rawalpindi,Normal,Female,Food and beverages,54.27,5,13.5675,0.2657428039437136,2019-03-13,14:16,2,271.35,4.761904762,13.5675,4.6,2019,3,13
236-27-1144,Islamabad,Normal,Female,Food and beverages,16.31,9,7.3395,0.1390067458258295,2019-03-26,10:31,2,146.79,4.761904762,7.3395,8.4,2019,3,26
228-96-1411,Islamabad,Member,Female,Food and beverages,98.7,8,39.48,0.7930466102988308,2019-03-04,20:39,0,789.6,4.761904762,39.48,7.6,2019,3,4
354-25-5821,Faisalabad,Member,Female,Sports and travel,69.12,6,20.736,0.41161747199413934,2019-02-08,13:03,0,414.72,4.761904762,20.736,5.6,2019,2,8
340-66-0321,Rawalpindi,Member,Male,Electronic accessories,36.36,4,7.272,0.13763316138091022,2019-03-25,13:07,0,145.44,4.761904762,7.272,7.6,2019,3,25
687-47-8271,Rawalpindi,Normal,Male,Fashion accessories,98.98,10,49.49,0.9967440961305615,2019-02-08,16:20,1,989.8,4.761904762,49.49,8.7,2019,2,8
862-59-8517,Islamabad,Normal,Female,Food and beverages,90.24,6,27.072,0.5405512652238941,2019-01-27,11:17,0,541.44,4.761904762,27.072,6.2,2019,1,27
885-56-0389,Islamabad,Member,Male,Fashion accessories,52.35,1,2.6175,0.04291688287903299,2019-02-12,17:49,0,52.35,4.761904762,2.6175,4.0,2019,2,12
123-35-4896,Islamabad,Normal,Female,Sports and travel,46.66,9,20.997,0.4169286651811605,2019-02-17,19:11,2,419.94,4.761904762,20.997,5.3,2019,2,17
785-96-0615,Faisalabad,Member,Female,Electronic accessories,35.74,8,14.296,0.2805673412492496,2019-02-17,15:28,2,285.92,4.761904762,14.296,4.9,2019,2,17
163-56-7055,Islamabad,Member,Male,Fashion accessories,48.71,1,2.4355,0.03921329222754698,2019-03-26,19:20,0,48.71,4.761904762,2.4355,4.1,2019,3,26
269-10-8440,Rawalpindi,Member,Male,Health and beauty,53.17,7,18.6095,0.3683444746293866,2019-01-21,18:01,0,372.19,4.761904762,18.6095,8.9,2019,1,21
407-63-8975,Rawalpindi,Normal,Male,Food and beverages,73.88,6,22.164,0.4406764140288758,2019-03-23,19:16,2,443.28,4.761904762,22.164,4.4,2019,3,23
301-11-9629,Rawalpindi,Normal,Female,Sports and travel,19.1,7,6.685,0.12568806405990862,2019-01-15,10:43,0,133.7,4.761904762,6.685,9.7,2019,1,15
750-57-9686,Islamabad,Normal,Female,Home and lifestyle,45.38,4,9.076,0.17434347750882656,2019-01-08,13:48,1,181.52,4.761904762,9.076,8.7,2019,1,8
873-14-6353,Rawalpindi,Member,Male,Food and beverages,24.82,7,8.687,0.1664275612262548,2019-02-16,10:33,1,173.74,4.761904762,8.687,7.1,2019,2,16
311-13-6971,Faisalabad,Member,Male,Sports and travel,31.99,10,15.995,0.31514097046284706,2019-02-20,15:18,1,319.9,4.761904762,15.995,9.9,2019,2,20
528-87-5606,Faisalabad,Member,Female,Electronic accessories,39.48,1,1.974,0.029822044504136013,2019-02-12,19:43,0,39.48,4.761904762,1.974,6.5,2019,2,12
139-52-2867,Islamabad,Normal,Female,Fashion accessories,22.51,7,7.8785,0.1499750719859996,2019-02-13,10:50,1,157.57,4.761904762,7.8785,4.8,2019,2,13
726-27-2396,Rawalpindi,Normal,Female,Health and beauty,77.5,5,19.375,0.3839219397047302,2019-01-24,20:36,2,387.5,4.761904762,19.375,4.3,2019,1,24
151-27-8496,Islamabad,Normal,Female,Electronic accessories,56.13,4,11.226,0.2180946857544031,2019-01-19,11:43,2,224.52,4.761904762,11.226,8.6,2019,1,19
263-12-5321,Rawalpindi,Member,Male,Electronic accessories,92.6,7,32.41,0.649176358068028,2019-02-27,12:52,1,648.2,4.761904762,32.41,9.3,2019,2,27
256-58-3609,Islamabad,Member,Male,Fashion accessories,91.98,1,4.599,0.08323921736210736,2019-03-18,15:29,0,91.98,4.761904762,4.599,9.8,2019,3,18
510-79-0415,Faisalabad,Member,Female,Sports and travel,23.08,6,6.924,0.13055157046488203,2019-01-24,19:20,2,138.48,4.761904762,6.924,4.9,2019,1,24
153-58-4872,Islamabad,Member,Female,Food and beverages,74.89,4,14.978,0.2944456314927302,2019-03-01,15:32,2,299.56,4.761904762,14.978,4.2,2019,3,1
577-34-7579,Islamabad,Member,Male,Food and beverages,50.49,9,22.7205,0.4520008546747657,2019-01-10,17:16,0,454.41,4.761904762,22.7205,5.4,2019,1,10
585-86-8361,Rawalpindi,Normal,Female,Food and beverages,27.28,5,6.82,0.12843523294974715,2019-02-03,10:31,1,136.4,4.761904762,6.82,8.6,2019,2,3
729-09-9681,Rawalpindi,Member,Male,Home and lifestyle,25.91,6,7.773,0.14782821037208876,2019-02-05,10:16,2,155.46,4.761904762,7.773,8.7,2019,2,5
308-81-0538,Rawalpindi,Normal,Female,Fashion accessories,73.05,4,14.61,0.2869570525930222,2019-02-25,17:16,1,292.2,4.761904762,14.61,4.9,2019,2,25
527-09-6272,Rawalpindi,Member,Female,Electronic accessories,28.45,5,7.1125,0.13438743221106397,2019-03-21,10:17,1,142.25,4.761904762,7.1125,9.1,2019,3,21
299-46-1805,Faisalabad,Member,Female,Sports and travel,93.72,6,28.116,0.5617960379719789,2019-01-15,16:19,0,562.32,4.761904762,28.116,4.5,2019,1,15
746-54-5508,Rawalpindi,Normal,Male,Home and lifestyle,21.52,6,6.456,0.12102805164677512,2019-01-17,12:48,1,129.12,4.761904762,6.456,9.4,2019,1,17
250-17-5703,Rawalpindi,Member,Male,Food and beverages,18.85,10,9.425,0.18144541782403875,2019-02-27,18:24,2,188.5,4.761904762,9.425,5.6,2019,2,27
389-25-3394,Islamabad,Normal,Male,Electronic accessories,11.81,5,2.9525,0.04973393160566934,2019-02-17,18:06,0,59.05,4.761904762,2.9525,9.4,2019,2,17
342-65-4817,Islamabad,Member,Male,Health and beauty,86.8,3,13.02,0.25460150789047953,2019-01-28,16:47,2,260.4,4.761904762,13.02,9.9,2019,1,28
148-41-7930,Islamabad,Normal,Male,Health and beauty,99.96,7,34.986,0.7015964103659839,2019-01-23,10:33,0,699.72,4.761904762,34.986,6.1,2019,1,23
273-16-6619,Faisalabad,Normal,Male,Home and lifestyle,33.2,2,3.32,0.05721233580578533,2019-03-15,12:20,1,66.4,4.761904762,3.32,4.4,2019,3,15
632-90-0281,Islamabad,Normal,Female,Fashion accessories,37.55,10,18.775,0.3717123001943367,2019-03-08,20:01,1,375.5,4.761904762,18.775,9.3,2019,3,8
779-42-2410,Faisalabad,Member,Male,Food and beverages,57.74,3,8.661,0.16589847684747108,2019-02-20,13:06,2,173.22,4.761904762,8.661,7.7,2019,2,20
840-76-5966,Rawalpindi,Member,Male,Sports and travel,12.76,2,1.276,0.015618163873711628,2019-01-08,18:06,2,25.52,4.761904762,1.276,7.8,2019,1,8
