User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date
U532,P2065,Sports,313.21,30,219.25,Debit Card,11-11-2024
U2996,P160,Clothing,249.86,50,124.93,Debit Card,18-08-2024
U1054,P2543,Sports,250.31,50,125.16,UBL Omni,08-04-2024
U2585,P1562,Sports,330.56,15,280.98,Easypaisa,11-04-2024
U1078,P1492,Clothing,377.06,5,358.21,UBL Omni,11-08-2024
U3101,P852,Toys,337.91,5,321.01,Easypaisa,03-05-2024
U2950,P1011,Toys,52.16,10,46.94,Cash on Delivery,25-02-2024
U2182,P1210,Toys,95.61,30,66.93,Cash on Delivery,11-08-2024
U719,P3095,Sports,155.98,20,124.78,UBL Omni,14-05-2024
U1240,P661,Electronics,18.56,15,15.78,Cash on Delivery,20-10-2024
U3068,P550,Electronics,26.86,15,22.83,Debit Card,22-10-2024
U2272,P1016,Home & Kitchen,202.35,30,141.64,JazzCash,21-06-2024
U1305,P1659,Electronics,263.22,15,223.74,Debit Card,22-08-2024
U2244,P3534,Clothing,298.79,15,253.97,Debit Card,03-03-2024
U1394,P3219,Clothing,457.07,0,457.07,Cash on Delivery,17-01-2024
U460,P3455,Electronics,442.46,0,442.46,Easypaisa,05-11-2024
U1684,P3427,Electronics,255.81,50,127.91,UBL Omni,12-03-2024
U1934,P1413,Electronics,32.89,0,32.89,UBL Omni,08-10-2024
U1081,P2507,Clothing,251.88,10,226.69,Cash on Delivery,23-01-2024
U2300,P1063,Electronics,120.68,15,102.58,Cash on Delivery,09-09-2024
U206,P479,Sports,30.21,10,27.19,UBL Omni,10-10-2024
U2239,P2008,Books,246.17,5,233.86,UBL Omni,11-08-2024
U2819,P1977,Toys,329.85,10,296.87,UBL Omni,25-06-2024
U3398,P2322,Toys,437.06,0,437.06,Debit Card,31-07-2024
U2369,P949,Home & Kitchen,204.0,5,193.8,Cash on Delivery,31-08-2024
U1348,P1246,Books,207.44,20,165.95,JazzCash,18-02-2024
U3519,P3017,Home & Kitchen,463.6,25,347.7,UBL Omni,16-03-2024
U240,P825,Home & Kitchen,359.03,25,269.27,Debit Card,15-10-2024
U1350,P1381,Books,384.7,15,327.0,Debit Card,08-10-2024
U2978,P2323,Electronics,298.02,25,223.51,UBL Omni,15-05-2024
U2582,P2083,Clothing,400.84,10,360.76,UBL Omni,12-04-2024
U2733,P3527,Electronics,464.71,50,232.35,JazzCash,03-08-2024
U2281,P2889,Beauty,16.11,15,13.69,Cash on Delivery,05-06-2024
U69,P1913,Books,484.74,30,339.32,Cash on Delivery,18-01-2024
U3425,P3635,Toys,365.33,5,347.06,UBL Omni,11-03-2024
U1498,P3363,Electronics,176.01,0,176.01,Debit Card,09-07-2024
U314,P1770,Clothing,464.89,50,232.44,Easypaisa,04-10-2024
U2270,P2858,Clothing,401.8,10,361.62,Easypaisa,20-11-2024
U70,P3340,Clothing,210.96,15,179.32,Debit Card,15-02-2024
U133,P3523,Toys,67.54,20,54.03,UBL Omni,09-01-2024
U1091,P478,Books,31.73,5,30.14,Cash on Delivery,29-09-2024
U1833,P829,Electronics,298.26,20,238.61,Debit Card,04-03-2024
U2220,P3058,Sports,247.86,20,198.29,JazzCash,01-06-2024
U797,P3073,Clothing,362.83,30,253.98,Debit Card,19-04-2024
U2133,P2615,Books,476.64,50,238.32,Cash on Delivery,17-05-2024
U3118,P2289,Sports,388.38,5,368.96,Cash on Delivery,13-02-2024
U2898,P2963,Sports,337.33,15,286.73,JazzCash,11-10-2024
U461,P2736,Books,494.14,50,247.07,JazzCash,05-11-2024
U662,P1424,Sports,455.94,30,319.16,Easypaisa,29-03-2024
U154,P2132,Beauty,221.53,0,221.53,Debit Card,05-08-2024
U1497,P1341,Books,461.56,20,369.25,Easypaisa,01-09-2024
U2618,P2278,Electronics,168.59,20,134.87,UBL Omni,03-06-2024
U1538,P123,Clothing,482.74,5,458.6,Easypaisa,30-05-2024
U1880,P1765,Books,200.93,30,140.65,Cash on Delivery,06-02-2024
U122,P1091,Clothing,18.84,0,18.84,UBL Omni,17-06-2024
U3070,P2652,Home & Kitchen,109.89,15,93.41,JazzCash,13-04-2024
U1015,P353,Electronics,98.61,0,98.61,Easypaisa,28-03-2024
U3626,P3645,Electronics,459.61,10,413.65,Debit Card,01-06-2024
U1728,P2632,Electronics,28.61,10,25.75,Debit Card,17-04-2024
U1279,P1026,Toys,378.85,20,303.08,JazzCash,18-05-2024
U3202,P2904,Beauty,78.87,5,74.93,Debit Card,25-06-2024
U428,P1954,Beauty,362.99,15,308.54,UBL Omni,07-07-2024
U790,P494,Sports,198.38,25,148.78,UBL Omni,09-03-2024
U1083,P1102,Books,471.66,5,448.08,UBL Omni,13-06-2024
U2360,P3155,Clothing,68.68,30,48.08,JazzCash,07-10-2024
U3273,P1156,Books,289.83,10,260.85,UBL Omni,17-06-2024
U2968,P17,Sports,343.43,25,257.57,UBL Omni,10-03-2024
U2394,P3447,Toys,196.34,5,186.52,Easypaisa,21-03-2024
U999,P2070,Books,183.04,30,128.13,JazzCash,30-05-2024
U3488,P70,Sports,182.28,20,145.82,JazzCash,09-09-2024
U1507,P12,Toys,329.94,15,280.45,Debit Card,25-07-2024
U1174,P2350,Home & Kitchen,50.63,50,25.32,Cash on Delivery,21-05-2024
U58,P301,Sports,40.61,30,28.43,Debit Card,20-09-2024
U1500,P865,Home & Kitchen,73.19,30,51.23,Cash on Delivery,15-06-2024
U3238,P1076,Electronics,140.84,25,105.63,JazzCash,04-03-2024
U1798,P139,Clothing,460.17,15,391.14,JazzCash,17-11-2024
U249,P3189,Toys,248.71,15,211.4,Cash on Delivery,28-06-2024
U2966,P1947,Electronics,33.88,10,30.49,UBL Omni,12-03-2024
U1262,P1499,Books,464.05,20,371.24,UBL Omni,07-05-2024
U1285,P3072,Electronics,180.19,30,126.13,JazzCash,21-08-2024
U1551,P450,Beauty,329.78,10,296.8,Debit Card,20-09-2024
U890,P732,Sports,336.05,30,235.23,JazzCash,09-03-2024
U926,P2474,Toys,95.06,5,90.31,Cash on Delivery,15-06-2024
U1441,P1773,Beauty,94.97,30,66.48,JazzCash,02-07-2024
U2285,P2653,Beauty,443.0,5,420.85,JazzCash,13-05-2024
U2337,P3122,Sports,230.09,15,195.58,UBL Omni,11-01-2024
U1219,P2331,Toys,65.75,0,65.75,UBL Omni,28-07-2024
U205,P663,Clothing,116.39,25,87.29,Easypaisa,20-02-2024
U2475,P2536,Books,315.16,50,157.58,Easypaisa,22-06-2024
U2817,P1917,Sports,133.14,25,99.85,JazzCash,04-11-2024
U1813,P487,Home & Kitchen,167.4,10,150.66,Cash on Delivery,10-09-2024
U3190,P836,Clothing,43.48,25,32.61,JazzCash,23-08-2024
U2083,P410,Electronics,14.54,5,13.81,Easypaisa,26-04-2024
U2710,P930,Sports,302.08,25,226.56,JazzCash,08-04-2024
U795,P925,Home & Kitchen,474.64,5,450.91,Cash on Delivery,30-09-2024
U474,P2801,Toys,496.29,15,421.85,Easypaisa,22-09-2024
U600,P1328,Electronics,397.3,50,198.65,JazzCash,31-10-2024
U1111,P3532,Beauty,284.26,50,142.13,Debit Card,16-10-2024
U451,P1575,Toys,146.22,50,73.11,Debit Card,31-03-2024
U2555,P3285,Beauty,134.41,20,107.53,UBL Omni,07-05-2024
U1178,P955,Toys,277.93,50,138.97,Easypaisa,23-04-2024
U2330,P176,Toys,175.25,30,122.67,UBL Omni,06-10-2024
U1112,P1142,Toys,12.14,15,10.32,UBL Omni,13-05-2024
U1204,P2511,Books,333.82,30,233.67,Easypaisa,02-10-2024
U1741,P2419,Books,125.36,30,87.75,Debit Card,13-10-2024
U2328,P1140,Electronics,109.9,15,93.42,UBL Omni,24-07-2024
U1134,P2110,Clothing,473.91,30,331.74,UBL Omni,13-10-2024
U3327,P3096,Electronics,294.36,50,147.18,Cash on Delivery,20-07-2024
U3393,P2931,Clothing,460.68,10,414.61,UBL Omni,07-02-2024
U1877,P2619,Home & Kitchen,362.96,10,326.66,Debit Card,30-09-2024
U1772,P2967,Beauty,95.3,5,90.53,Easypaisa,01-09-2024
U2231,P2016,Books,259.1,0,259.1,UBL Omni,12-06-2024
U1367,P8,Books,205.38,30,143.77,Debit Card,23-06-2024
U3449,P880,Clothing,370.12,10,333.11,Cash on Delivery,14-01-2024
U3513,P1625,Home & Kitchen,97.7,15,83.05,Cash on Delivery,20-01-2024
U2349,P2710,Home & Kitchen,306.03,50,153.01,Cash on Delivery,23-02-2024
U658,P273,Toys,72.75,20,58.2,Debit Card,12-04-2024
U152,P3323,Clothing,186.26,20,149.01,JazzCash,16-11-2024
U3410,P3108,Toys,16.7,50,8.35,Cash on Delivery,10-03-2024
U113,P1988,Toys,191.15,50,95.58,JazzCash,13-06-2024
U59,P40,Sports,232.55,25,174.41,Cash on Delivery,12-06-2024
U968,P3151,Home & Kitchen,234.62,15,199.43,UBL Omni,18-04-2024
U3012,P1458,Electronics,31.72,20,25.38,JazzCash,29-06-2024
U555,P2894,Electronics,159.29,0,159.29,Cash on Delivery,21-07-2024
U552,P981,Clothing,30.68,50,15.34,Cash on Delivery,08-09-2024
U3604,P2990,Books,285.83,10,257.25,JazzCash,27-06-2024
U2930,P1260,Clothing,311.67,15,264.92,Easypaisa,01-10-2024
U2771,P2107,Electronics,277.94,5,264.04,Debit Card,04-09-2024
U3629,P1595,Books,368.42,20,294.74,JazzCash,13-07-2024
U3266,P300,Home & Kitchen,379.22,15,322.34,Easypaisa,17-07-2024
U510,P7,Electronics,265.27,25,198.95,UBL Omni,28-02-2024
U981,P3092,Home & Kitchen,369.05,5,350.6,Debit Card,26-06-2024
U215,P2684,Beauty,493.7,20,394.96,Cash on Delivery,13-03-2024
U3523,P1455,Beauty,499.65,10,449.69,Debit Card,25-07-2024
U2682,P2780,Beauty,31.78,15,27.01,Debit Card,02-06-2024
U1313,P855,Toys,145.1,25,108.82,JazzCash,09-01-2024
U2859,P1446,Toys,163.27,25,122.45,JazzCash,22-07-2024
U2425,P2757,Toys,223.69,20,178.95,UBL Omni,02-09-2024
U2271,P791,Beauty,417.94,0,417.94,Cash on Delivery,02-04-2024
U238,P3630,Home & Kitchen,270.76,30,189.53,Cash on Delivery,08-02-2024
U387,P105,Beauty,497.52,50,248.76,JazzCash,26-03-2024
U3419,P1503,Sports,348.59,5,331.16,JazzCash,19-09-2024
U2047,P2025,Electronics,362.5,10,326.25,UBL Omni,10-09-2024
U743,P132,Home & Kitchen,411.6,30,288.12,Debit Card,12-11-2024
U1841,P81,Books,206.82,30,144.77,Cash on Delivery,13-06-2024
U2137,P1178,Books,161.64,0,161.64,Easypaisa,13-10-2024
U1585,P1107,Sports,27.22,20,21.78,Debit Card,03-09-2024
U455,P2244,Beauty,310.78,5,295.24,Cash on Delivery,10-02-2024
U374,P2882,Toys,227.18,5,215.82,Easypaisa,15-09-2024
U1722,P2258,Home & Kitchen,383.65,15,326.1,Easypaisa,20-05-2024
U1011,P1088,Home & Kitchen,153.01,10,137.71,Easypaisa,12-03-2024
U3339,P1824,Sports,202.59,30,141.81,Easypaisa,27-08-2024
U2831,P1555,Electronics,464.92,15,395.18,Cash on Delivery,16-02-2024
U178,P3328,Toys,241.52,5,229.44,Debit Card,07-07-2024
U2012,P2425,Clothing,153.55,30,107.48,Cash on Delivery,05-01-2024
U103,P1400,Electronics,52.37,50,26.18,Debit Card,17-09-2024
U1080,P2162,Beauty,83.47,20,66.78,Cash on Delivery,28-01-2024
U3429,P3416,Clothing,56.54,50,28.27,Debit Card,30-09-2024
U2063,P2689,Books,200.97,25,150.73,JazzCash,19-02-2024
U2304,P452,Electronics,458.08,10,412.27,JazzCash,06-04-2024
U3304,P239,Home & Kitchen,284.25,20,227.4,Easypaisa,19-04-2024
U2342,P3642,Beauty,329.64,15,280.19,UBL Omni,01-01-2024
U544,P1678,Books,407.43,5,387.06,Cash on Delivery,28-08-2024
U655,P219,Clothing,141.16,5,134.1,UBL Omni,23-02-2024
U29,P1623,Beauty,291.79,20,233.43,Easypaisa,27-02-2024
U2184,P519,Electronics,211.17,50,105.58,JazzCash,07-07-2024
U3584,P1700,Clothing,461.66,20,369.33,UBL Omni,06-10-2024
U593,P877,Sports,71.33,20,57.06,Cash on Delivery,10-04-2024
U1745,P1441,Sports,208.52,15,177.24,JazzCash,12-03-2024
U3067,P521,Toys,251.47,25,188.6,Easypaisa,13-04-2024
U2974,P2131,Sports,249.57,50,124.78,Debit Card,27-07-2024
U2964,P1408,Home & Kitchen,327.6,30,229.32,UBL Omni,02-10-2024
U3100,P644,Home & Kitchen,79.12,50,39.56,UBL Omni,08-01-2024
U1905,P676,Beauty,419.33,20,335.46,Easypaisa,22-03-2024
U905,P2847,Sports,485.37,15,412.56,JazzCash,23-10-2024
U1025,P285,Electronics,381.37,20,305.1,Debit Card,07-07-2024
U1836,P3592,Electronics,43.97,10,39.57,Easypaisa,23-07-2024
U3474,P1531,Sports,18.83,25,14.12,Cash on Delivery,18-10-2024
U2881,P3056,Sports,407.91,10,367.12,UBL Omni,18-06-2024
U3345,P536,Electronics,242.01,50,121.0,Easypaisa,20-05-2024
U259,P887,Toys,284.88,30,199.42,UBL Omni,27-03-2024
U1365,P942,Books,277.39,20,221.91,JazzCash,23-06-2024
U2400,P1151,Electronics,93.6,0,93.6,JazzCash,05-01-2024
U1003,P1332,Electronics,300.06,0,300.06,Cash on Delivery,20-04-2024
U3445,P764,Clothing,34.36,5,32.64,Cash on Delivery,07-06-2024
U2686,P364,Toys,258.4,25,193.8,JazzCash,27-10-2024
U1884,P2118,Clothing,347.13,5,329.77,Easypaisa,18-11-2024
U895,P2100,Home & Kitchen,480.8,25,360.6,Easypaisa,05-11-2024
U1218,P1383,Home & Kitchen,92.03,20,73.62,UBL Omni,21-07-2024
U2194,P3535,Clothing,341.83,5,324.74,Debit Card,06-03-2024
U2664,P3078,Electronics,354.66,30,248.26,Cash on Delivery,03-10-2024
U437,P2728,Books,441.84,25,331.38,Easypaisa,09-10-2024
U1286,P86,Home & Kitchen,481.86,5,457.77,JazzCash,15-08-2024
U2793,P1995,Books,382.18,10,343.96,Debit Card,26-04-2024
U43,P985,Clothing,161.02,30,112.71,Debit Card,24-06-2024
U3074,P2919,Toys,477.48,0,477.48,JazzCash,25-10-2024
U44,P1859,Books,301.17,25,225.88,JazzCash,12-11-2024
U3361,P950,Home & Kitchen,428.08,30,299.66,Debit Card,13-06-2024
U3387,P2605,Electronics,260.66,30,182.46,Cash on Delivery,29-09-2024
U1448,P856,Books,126.22,0,126.22,Cash on Delivery,20-01-2024
U1556,P1855,Books,15.04,25,11.28,Easypaisa,10-03-2024
U1552,P1726,Home & Kitchen,474.05,20,379.24,Cash on Delivery,21-05-2024
U2408,P517,Home & Kitchen,261.58,30,183.11,Cash on Delivery,07-02-2024
U2775,P41,Sports,484.13,30,338.89,JazzCash,01-11-2024
U587,P1111,Beauty,73.24,10,65.92,Cash on Delivery,07-01-2024
U2894,P3232,Clothing,342.32,20,273.86,Debit Card,21-01-2024
U1413,P2622,Home & Kitchen,69.64,20,55.71,Debit Card,25-09-2024
U1024,P3164,Books,407.48,5,387.11,UBL Omni,17-08-2024
U3080,P73,Electronics,99.49,20,79.59,Debit Card,17-07-2024
U1188,P1716,Toys,330.6,30,231.42,Cash on Delivery,25-08-2024
U292,P1691,Books,90.77,5,86.23,Cash on Delivery,24-05-2024
U1677,P2960,Beauty,130.13,10,117.12,JazzCash,19-11-2024
U3235,P2505,Books,441.92,30,309.34,Easypaisa,28-04-2024
U736,P2910,Electronics,256.51,0,256.51,Easypaisa,21-06-2024
U717,P3231,Sports,392.04,20,313.63,Cash on Delivery,08-03-2024
U1052,P337,Home & Kitchen,496.82,0,496.82,Debit Card,20-04-2024
U192,P823,Electronics,206.43,25,154.82,JazzCash,26-06-2024
U3132,P1085,Sports,278.41,5,264.49,Cash on Delivery,07-11-2024
U2179,P1593,Toys,221.23,25,165.92,JazzCash,02-08-2024
U1782,P890,Toys,253.31,5,240.64,Debit Card,25-10-2024
U2647,P3567,Beauty,85.36,50,42.68,JazzCash,22-09-2024
U819,P1463,Clothing,122.21,20,97.77,Easypaisa,19-07-2024
U2553,P944,Sports,40.02,50,20.01,UBL Omni,20-05-2024
U2905,P1829,Sports,482.59,15,410.2,UBL Omni,17-05-2024
U1921,P3119,Clothing,343.71,50,171.85,Cash on Delivery,05-03-2024
U1115,P306,Books,407.74,5,387.35,UBL Omni,16-04-2024
U3330,P2001,Books,274.57,10,247.11,Easypaisa,09-04-2024
U2928,P1337,Home & Kitchen,181.18,20,144.94,UBL Omni,30-01-2024
U502,P3433,Books,301.21,30,210.85,Easypaisa,28-09-2024
U969,P984,Sports,378.97,0,378.97,Cash on Delivery,25-10-2024
U1148,P2743,Home & Kitchen,291.57,15,247.83,JazzCash,12-09-2024
U721,P1193,Sports,374.81,50,187.41,UBL Omni,15-04-2024
U3255,P1810,Books,285.95,20,228.76,Easypaisa,02-10-2024
U2122,P264,Electronics,309.01,25,231.76,Debit Card,21-10-2024
U2221,P202,Sports,499.96,50,249.98,Easypaisa,24-08-2024
U2269,P2602,Electronics,376.17,50,188.09,Cash on Delivery,03-10-2024
U2639,P2905,Toys,189.0,10,170.1,Easypaisa,27-09-2024
U2643,P946,Sports,471.23,20,376.98,Easypaisa,14-02-2024
U2839,P1992,Books,108.88,15,92.55,Easypaisa,13-07-2024
U231,P1909,Home & Kitchen,176.92,0,176.92,JazzCash,31-10-2024
U3083,P2575,Beauty,172.71,25,129.53,UBL Omni,19-04-2024
U480,P2461,Toys,403.23,5,383.07,JazzCash,03-11-2024
U1762,P1568,Books,224.05,10,201.65,Debit Card,28-04-2024
U471,P1436,Beauty,458.94,0,458.94,JazzCash,14-03-2024
U3196,P1561,Home & Kitchen,186.09,0,186.09,JazzCash,18-06-2024
U1104,P3408,Toys,94.02,20,75.22,UBL Omni,17-01-2024
U1064,P883,Toys,178.71,5,169.77,UBL Omni,12-10-2024
U1364,P1910,Home & Kitchen,138.31,10,124.48,UBL Omni,04-05-2024
U1844,P2751,Beauty,61.62,15,52.38,UBL Omni,19-01-2024
U2301,P31,Sports,493.04,0,493.04,Easypaisa,17-03-2024
U1191,P1515,Clothing,93.28,15,79.29,Easypaisa,31-07-2024
U2838,P723,Toys,459.49,15,390.57,Easypaisa,03-01-2024
U697,P939,Home & Kitchen,246.03,15,209.13,Debit Card,11-05-2024
U2774,P42,Electronics,172.66,0,172.66,UBL Omni,03-09-2024
U832,P96,Clothing,233.2,20,186.56,Cash on Delivery,14-05-2024
U1559,P3202,Toys,304.79,30,213.35,JazzCash,26-09-2024
U2834,P2146,Books,124.42,0,124.42,UBL Omni,05-11-2024
U2636,P1023,Electronics,27.16,10,24.44,Easypaisa,09-04-2024
U448,P547,Sports,420.22,0,420.22,Cash on Delivery,17-02-2024
U2442,P889,Beauty,187.72,30,131.4,UBL Omni,12-02-2024
U853,P1207,Toys,363.56,50,181.78,Easypaisa,03-05-2024
U2783,P3305,Clothing,256.97,50,128.49,UBL Omni,15-02-2024
U2295,P2953,Toys,389.7,10,350.73,Cash on Delivery,01-04-2024
U3160,P362,Home & Kitchen,242.13,30,169.49,Easypaisa,28-01-2024
U384,P910,Beauty,415.0,5,394.25,Debit Card,19-05-2024
U943,P688,Toys,205.38,10,184.84,UBL Omni,09-09-2024
U689,P1572,Electronics,402.37,0,402.37,Easypaisa,30-07-2024
U126,P1288,Toys,130.6,0,130.6,JazzCash,09-03-2024
U1826,P2808,Clothing,401.02,15,340.87,Cash on Delivery,11-05-2024
U2477,P2348,Electronics,376.07,30,263.25,Debit Card,24-05-2024
U3307,P3166,Books,361.79,50,180.9,Easypaisa,23-09-2024
U2649,P864,Electronics,477.51,25,358.13,Cash on Delivery,19-10-2024
U1715,P1881,Toys,209.1,50,104.55,UBL Omni,02-08-2024
U2250,P244,Toys,367.38,15,312.27,Debit Card,18-06-2024
U3363,P841,Beauty,49.99,20,39.99,Debit Card,27-03-2024
U162,P1344,Home & Kitchen,223.13,5,211.97,JazzCash,29-03-2024
U894,P1505,Clothing,481.77,10,433.59,UBL Omni,03-09-2024
U820,P743,Toys,333.36,10,300.02,Debit Card,27-02-2024
U1952,P93,Books,460.93,20,368.74,UBL Omni,20-04-2024
U1701,P1632,Home & Kitchen,198.84,50,99.42,JazzCash,28-07-2024
U3586,P640,Books,335.09,20,268.07,Debit Card,13-10-2024
U1499,P444,Books,410.41,50,205.21,UBL Omni,02-06-2024
U1992,P2293,Electronics,393.83,50,196.91,Easypaisa,21-08-2024
U3507,P2512,Electronics,398.76,30,279.13,UBL Omni,04-05-2024
U1013,P1084,Clothing,455.43,15,387.12,JazzCash,15-06-2024
U2129,P2685,Toys,352.31,20,281.85,UBL Omni,04-10-2024
U3164,P2754,Sports,166.63,30,116.64,Debit Card,04-03-2024
U3537,P118,Sports,362.57,5,344.44,UBL Omni,31-05-2024
U1281,P857,Books,96.73,25,72.55,JazzCash,04-10-2024
U2423,P2042,Sports,420.31,50,210.16,Debit Card,04-03-2024
U2888,P1544,Sports,56.1,25,42.08,Easypaisa,09-09-2024
U565,P240,Sports,349.84,15,297.36,JazzCash,14-07-2024
U1163,P3431,Books,358.31,15,304.56,Debit Card,25-01-2024
U409,P1815,Toys,361.61,15,307.37,JazzCash,02-05-2024
U2494,P2431,Electronics,450.48,5,427.96,Debit Card,07-11-2024
U1041,P355,Books,330.31,15,280.76,Easypaisa,14-10-2024
U1533,P504,Electronics,151.85,15,129.07,Cash on Delivery,11-06-2024
U1959,P1003,Clothing,276.74,0,276.74,Debit Card,18-06-2024
U2315,P3660,Toys,345.43,15,293.62,Debit Card,08-10-2024
U2697,P186,Books,389.96,15,331.47,Debit Card,22-05-2024
U1306,P3121,Home & Kitchen,16.18,5,15.37,UBL Omni,02-11-2024
U548,P1290,Books,226.93,30,158.85,Easypaisa,20-11-2024
U755,P1451,Electronics,116.1,10,104.49,JazzCash,17-06-2024
U1085,P3252,Toys,216.97,50,108.48,Debit Card,30-05-2024
U2594,P2232,Electronics,33.25,5,31.59,Debit Card,25-03-2024
U3620,P3160,Electronics,181.56,0,181.56,Debit Card,14-08-2024
U3121,P694,Clothing,350.58,0,350.58,UBL Omni,10-09-2024
U2191,P253,Clothing,222.11,50,111.06,UBL Omni,27-02-2024
U1007,P1745,Beauty,445.45,15,378.63,Easypaisa,31-10-2024
U651,P103,Home & Kitchen,449.09,25,336.82,JazzCash,04-11-2024
U88,P2860,Beauty,206.19,0,206.19,Cash on Delivery,15-10-2024
U2117,P2093,Home & Kitchen,19.55,5,18.57,JazzCash,10-06-2024
U166,P3640,Home & Kitchen,211.62,0,211.62,Easypaisa,22-07-2024
U324,P2589,Electronics,152.24,50,76.12,JazzCash,22-04-2024
U835,P1007,Toys,222.36,0,222.36,Easypaisa,22-07-2024
U1637,P431,Home & Kitchen,95.92,25,71.94,Debit Card,19-04-2024
U268,P3043,Beauty,335.09,0,335.09,UBL Omni,26-08-2024
U2490,P899,Toys,241.25,20,193.0,UBL Omni,01-06-2024
U1167,P210,Sports,123.91,25,92.93,UBL Omni,10-11-2024
U3076,P2117,Beauty,170.1,15,144.58,Cash on Delivery,02-09-2024
U1996,P1283,Sports,12.24,10,11.02,Cash on Delivery,13-02-2024
U597,P680,Electronics,496.29,10,446.66,Cash on Delivery,26-02-2024
U2486,P1616,Beauty,214.77,50,107.39,JazzCash,13-06-2024
U1626,P335,Electronics,453.64,5,430.96,JazzCash,06-06-2024
U2347,P758,Toys,63.98,25,47.98,UBL Omni,26-08-2024
U792,P2373,Toys,343.35,20,274.68,UBL Omni,20-09-2024
U2576,P983,Toys,46.68,20,37.34,JazzCash,15-01-2024
U3144,P3027,Toys,269.06,10,242.15,JazzCash,01-10-2024
U2919,P454,Sports,145.91,15,124.02,Cash on Delivery,02-05-2024
U2873,P2427,Electronics,300.96,0,300.96,Easypaisa,13-05-2024
U2716,P2417,Toys,83.67,10,75.3,Debit Card,20-01-2024
U3242,P3018,Toys,491.44,50,245.72,JazzCash,03-03-2024
U85,P1051,Electronics,436.45,20,349.16,Easypaisa,24-08-2024
U1276,P998,Sports,177.91,5,169.01,UBL Omni,17-07-2024
U1875,P2092,Toys,53.69,20,42.95,JazzCash,08-05-2024
U966,P2950,Toys,179.55,10,161.6,UBL Omni,11-11-2024
U3249,P2007,Toys,348.31,15,296.06,Cash on Delivery,10-06-2024
U639,P2982,Sports,301.91,0,301.91,Cash on Delivery,27-09-2024
U2708,P419,Clothing,227.08,15,193.02,UBL Omni,13-02-2024
U2767,P2835,Home & Kitchen,330.53,50,165.26,Cash on Delivery,15-04-2024
U1660,P3347,Electronics,286.47,25,214.85,JazzCash,04-06-2024
U3308,P2403,Electronics,130.6,10,117.54,Debit Card,31-03-2024
U1471,P1398,Electronics,465.45,15,395.63,Easypaisa,03-10-2024
U2051,P587,Clothing,117.74,20,94.19,Easypaisa,28-06-2024
U588,P2448,Electronics,265.67,50,132.84,Easypaisa,07-03-2024
U3635,P1030,Books,95.18,0,95.18,Debit Card,03-11-2024
U866,P2090,Clothing,101.4,5,96.33,JazzCash,10-03-2024
U269,P617,Home & Kitchen,309.63,25,232.22,Debit Card,07-09-2024
U727,P1251,Sports,147.6,50,73.8,UBL Omni,02-05-2024
U1312,P801,Clothing,77.64,25,58.23,JazzCash,12-11-2024
U237,P3172,Beauty,407.12,20,325.7,Easypaisa,18-03-2024
U95,P3066,Books,173.32,10,155.99,JazzCash,13-07-2024
U3090,P2123,Beauty,335.86,20,268.69,JazzCash,30-08-2024
U1899,P837,Home & Kitchen,110.52,10,99.47,Cash on Delivery,05-04-2024
U438,P2988,Beauty,300.6,15,255.51,JazzCash,12-10-2024
U1476,P2318,Books,312.78,15,265.86,Debit Card,25-10-2024
U2449,P2390,Clothing,499.91,30,349.94,UBL Omni,16-05-2024
U45,P2173,Home & Kitchen,170.31,20,136.25,Easypaisa,30-03-2024
U1217,P60,Sports,78.11,25,58.58,JazzCash,04-08-2024
U453,P2498,Electronics,305.34,15,259.54,UBL Omni,07-10-2024
U3114,P1986,Sports,426.79,15,362.77,Debit Card,10-10-2024
U1130,P3559,Home & Kitchen,375.73,25,281.8,JazzCash,02-04-2024
U3283,P534,Sports,163.86,25,122.9,Easypaisa,11-07-2024
U3296,P2359,Electronics,203.98,10,183.58,Cash on Delivery,28-04-2024
U2223,P3651,Sports,145.31,15,123.51,Easypaisa,19-01-2024
U3194,P511,Clothing,221.16,30,154.81,Cash on Delivery,12-04-2024
U1205,P1573,Toys,256.42,0,256.42,Debit Card,02-06-2024
U33,P509,Sports,431.38,0,431.38,Debit Card,05-03-2024
U2737,P1891,Sports,345.75,0,345.75,JazzCash,23-06-2024
U356,P114,Beauty,96.68,30,67.68,Debit Card,13-02-2024
U2732,P986,Clothing,438.0,5,416.1,Easypaisa,01-11-2024
U3153,P510,Sports,272.29,0,272.29,Debit Card,05-07-2024
U2467,P294,Toys,84.09,5,79.89,JazzCash,13-03-2024
U871,P2566,Clothing,432.25,0,432.25,UBL Omni,08-05-2024
U1738,P3412,Beauty,179.62,50,89.81,UBL Omni,24-07-2024
U1404,P2340,Electronics,302.95,15,257.51,Easypaisa,25-08-2024
U1147,P2263,Toys,345.41,10,310.87,Easypaisa,07-07-2024
U2211,P516,Books,167.63,25,125.72,Cash on Delivery,03-01-2024
U484,P2856,Sports,436.92,20,349.54,Cash on Delivery,08-11-2024
U3348,P2724,Toys,168.92,10,152.03,Debit Card,15-08-2024
U3355,P2238,Toys,42.14,25,31.61,JazzCash,04-05-2024
U833,P47,Sports,178.91,30,125.24,Cash on Delivery,16-01-2024
U1274,P3000,Electronics,322.75,15,274.34,JazzCash,10-02-2024
U1586,P3267,Toys,123.27,30,86.29,JazzCash,22-08-2024
