Invoice ID,Electronic accessories,Fashion accessories,Food and beverages,Health and beauty,Home and lifestyle,Sports and travel
453-33-6436,0.0,0.0,0.0,0.0,782.208,0.0
453-63-6187,86.625,0.0,0.0,0.0,0.0,0.0
457-12-0244,0.0,0.0,0.0,0.0,0.0,221.886
457-13-1708,0.0,684.915,0.0,0.0,0.0,0.0
457-94-0464,830.3715,0.0,0.0,0.0,0.0,0.0
458-10-8612,0.0,0.0,0.0,470.988,0.0,0.0
458-41-1477,0.0,0.0,0.0,291.438,0.0,0.0
458-61-0011,0.0,0.0,253.26,0.0,0.0,0.0
459-45-2396,0.0,0.0,313.74,0.0,0.0,0.0
459-50-7686,147.798,0.0,0.0,0.0,0.0,0.0
460-35-4390,0.0,0.0,0.0,0.0,96.642,0.0
460-93-5834,0.0,0.0,0.0,0.0,0.0,335.013
462-67-9126,0.0,0.0,0.0,0.0,461.286,0.0
462-78-5240,55.881,0.0,0.0,0.0,0.0,0.0
466-61-5506,571.41,0.0,0.0,0.0,0.0,0.0
468-01-2051,0.0,0.0,456.288,0.0,0.0,0.0
468-88-0009,0.0,0.0,0.0,0.0,276.948,0.0
468-99-7231,0.0,0.0,0.0,0.0,369.684,0.0
470-31-3286,0.0,0.0,0.0,46.683,0.0,0.0
470-32-9057,0.0,0.0,269.535,0.0,0.0,0.0
471-06-8611,0.0,0.0,55.041,0.0,0.0,0.0
471-41-2823,0.0,0.0,209.559,0.0,0.0,0.0
472-15-9636,0.0,0.0,0.0,0.0,427.812,0.0
474-33-8305,0.0,495.3165,0.0,0.0,0.0,0.0
477-24-6490,0.0,0.0,0.0,628.173,0.0,0.0
477-59-2456,0.0,333.984,0.0,0.0,0.0,0.0
478-06-7835,0.0,94.1745,0.0,0.0,0.0,0.0
479-26-8945,0.0,0.0,0.0,0.0,0.0,34.629
480-63-2856,0.0,0.0,161.7,0.0,0.0,0.0
482-17-1179,37.611,0.0,0.0,0.0,0.0,0.0
483-71-1164,0.0,0.0,0.0,512.19,0.0,0.0
484-22-8230,0.0,381.3915,0.0,0.0,0.0,0.0
485-30-8700,0.0,0.0,0.0,0.0,0.0,174.615
487-79-6868,0.0,0.0,0.0,0.0,116.1405,0.0
488-25-4221,0.0,0.0,31.9305,0.0,0.0,0.0
489-64-4354,0.0,17.094,0.0,0.0,0.0,0.0
489-82-1237,690.018,0.0,0.0,0.0,0.0,0.0
490-29-1201,0.0,0.0,0.0,0.0,0.0,16.107
490-95-0021,0.0,0.0,348.705,0.0,0.0,0.0
491-38-3499,0.0,58.2225,0.0,0.0,0.0,0.0
493-65-6248,0.0,0.0,0.0,0.0,0.0,388.29
497-36-0989,0.0,163.611,0.0,0.0,0.0,0.0
497-37-6538,0.0,0.0,0.0,0.0,0.0,432.9885
498-41-1961,0.0,0.0,0.0,350.07,0.0,0.0
499-27-7781,0.0,0.0,446.964,0.0,0.0,0.0
500-02-2261,0.0,0.0,360.927,0.0,0.0,0.0
501-61-1753,0.0,0.0,0.0,0.0,397.845,0.0
502-05-1910,0.0,0.0,0.0,205.317,0.0,0.0
503-07-0930,0.0,0.0,0.0,0.0,0.0,429.1665
503-21-4385,0.0,0.0,0.0,125.7165,0.0,0.0
504-35-8843,0.0,0.0,0.0,0.0,0.0,44.5935
505-02-0892,0.0,0.0,0.0,357.588,0.0,0.0
509-10-0516,0.0,0.0,0.0,0.0,193.074,0.0
509-29-3912,0.0,0.0,0.0,0.0,0.0,365.904
510-09-5628,0.0,206.43,0.0,0.0,0.0,0.0
510-79-0415,0.0,0.0,0.0,0.0,0.0,145.404
510-95-6347,0.0,0.0,152.838,0.0,0.0,0.0
511-54-3087,0.0,0.0,0.0,0.0,0.0,92.8725
512-91-0811,0.0,0.0,0.0,94.2375,0.0,0.0
512-98-1403,83.412,0.0,0.0,0.0,0.0,0.0
514-37-2845,0.0,208.425,0.0,0.0,0.0,0.0
516-77-6464,0.0,0.0,0.0,53.34,0.0,0.0
518-17-2983,0.0,204.246,0.0,0.0,0.0,0.0
518-71-6847,0.0,0.0,167.58,0.0,0.0,0.0
521-18-7827,0.0,0.0,0.0,0.0,206.7975,0.0
522-57-8364,0.0,431.256,0.0,0.0,0.0,0.0
523-38-0215,0.0,0.0,0.0,0.0,38.85,0.0
525-09-8450,757.365,0.0,0.0,0.0,0.0,0.0
525-88-7307,0.0,0.0,0.0,0.0,0.0,79.611
526-86-8552,0.0,0.0,0.0,0.0,229.11,0.0
527-09-6272,149.3625,0.0,0.0,0.0,0.0,0.0
528-14-9470,0.0,0.0,0.0,95.865,0.0,0.0
528-87-5606,41.454,0.0,0.0,0.0,0.0,0.0
529-56-3974,107.142,0.0,0.0,0.0,0.0,0.0
530-90-9855,0.0,0.0,0.0,0.0,399.756,0.0
531-56-4728,0.0,0.0,0.0,0.0,252.252,0.0
531-80-1784,191.247,0.0,0.0,0.0,0.0,0.0
532-59-7201,0.0,0.0,0.0,0.0,0.0,503.559
533-33-5337,833.595,0.0,0.0,0.0,0.0,0.0
533-66-5566,0.0,0.0,0.0,0.0,375.3645,0.0
534-01-4457,0.0,0.0,514.773,0.0,0.0,0.0
534-53-3526,0.0,0.0,0.0,0.0,0.0,397.992
537-72-0426,0.0,745.395,0.0,0.0,0.0,0.0
538-22-0304,681.975,0.0,0.0,0.0,0.0,0.0
539-21-7227,0.0,0.0,0.0,0.0,0.0,270.585
540-11-4336,0.0,0.0,235.683,0.0,0.0,0.0
541-08-3113,0.0,0.0,554.148,0.0,0.0,0.0
541-48-8554,0.0,0.0,0.0,0.0,0.0,575.9775
541-89-9860,0.0,253.512,0.0,0.0,0.0,0.0
542-41-0513,241.458,0.0,0.0,0.0,0.0,0.0
544-32-5024,0.0,0.0,209.118,0.0,0.0,0.0
544-55-9589,225.015,0.0,0.0,0.0,0.0,0.0
545-07-8534,0.0,0.0,0.0,122.472,0.0,0.0
545-46-3100,33.3585,0.0,0.0,0.0,0.0,0.0
546-80-2899,0.0,0.0,0.0,0.0,79.149,0.0
548-46-9322,0.0,0.0,418.95,0.0,0.0,0.0
548-48-3156,0.0,0.0,175.014,0.0,0.0,0.0
549-03-9315,0.0,796.908,0.0,0.0,0.0,0.0
549-23-9016,0.0,0.0,31.227,0.0,0.0,0.0
549-59-1358,0.0,0.0,0.0,0.0,0.0,279.1845
549-84-7482,0.0,0.0,0.0,0.0,0.0,853.146
549-96-4200,0.0,0.0,71.568,0.0,0.0,0.0
550-84-8664,0.0,0.0,0.0,0.0,0.0,451.0275
551-21-3069,218.0115,0.0,0.0,0.0,0.0,0.0
552-44-5977,0.0,0.0,0.0,520.8,0.0,0.0
554-42-2417,0.0,0.0,0.0,0.0,0.0,1002.12
554-53-3790,0.0,0.0,0.0,0.0,0.0,233.226
554-53-8700,0.0,0.0,0.0,0.0,117.831,0.0
556-41-6224,0.0,0.0,0.0,282.576,0.0,0.0
556-72-8512,0.0,0.0,0.0,0.0,24.108,0.0
556-86-3144,0.0,78.0045,0.0,0.0,0.0,0.0
556-97-7101,132.762,0.0,0.0,0.0,0.0,0.0
558-60-5016,0.0,0.0,0.0,0.0,314.685,0.0
558-80-4082,204.6975,0.0,0.0,0.0,0.0,0.0
559-61-5987,0.0,0.0,0.0,18.6375,0.0,0.0
559-98-9873,0.0,394.3275,0.0,0.0,0.0,0.0
560-30-5617,0.0,0.0,0.0,0.0,0.0,130.0425
560-49-6611,0.0,0.0,0.0,0.0,0.0,47.859
562-12-5430,0.0,277.6725,0.0,0.0,0.0,0.0
563-36-9814,80.661,0.0,0.0,0.0,0.0,0.0
563-47-4072,0.0,0.0,0.0,351.603,0.0,0.0
563-91-7120,0.0,324.2925,0.0,0.0,0.0,0.0
565-17-3836,0.0,0.0,0.0,200.214,0.0,0.0
565-67-6697,0.0,0.0,0.0,0.0,255.15,0.0
565-80-5980,0.0,0.0,0.0,0.0,198.996,0.0
565-91-4567,0.0,0.0,0.0,90.3,0.0,0.0
566-19-5475,0.0,352.5795,0.0,0.0,0.0,0.0
566-71-1091,0.0,404.355,0.0,0.0,0.0,0.0
568-88-3448,0.0,0.0,0.0,26.25,0.0,0.0
568-90-5112,0.0,0.0,0.0,277.788,0.0,0.0
569-71-4390,0.0,0.0,0.0,0.0,0.0,45.927
569-76-2760,0.0,0.0,0.0,0.0,0.0,92.442
571-94-0759,0.0,0.0,783.3,0.0,0.0,0.0
573-10-3877,0.0,0.0,0.0,40.9605,0.0,0.0
573-58-9734,0.0,95.6655,0.0,0.0,0.0,0.0
573-98-8548,0.0,33.495,0.0,0.0,0.0,0.0
574-22-5561,0.0,867.615,0.0,0.0,0.0,0.0
574-31-8277,0.0,35.3115,0.0,0.0,0.0,0.0
574-57-9721,0.0,0.0,90.867,0.0,0.0,0.0
574-80-1489,0.0,0.0,263.97,0.0,0.0,0.0
575-30-8091,0.0,0.0,0.0,0.0,0.0,609.0
575-67-1508,40.53,0.0,0.0,0.0,0.0,0.0
576-31-4774,0.0,0.0,0.0,231.2415,0.0,0.0
577-34-7579,0.0,0.0,477.1305,0.0,0.0,0.0
578-80-7669,0.0,0.0,0.0,0.0,0.0,78.7185
582-52-8065,0.0,513.2295,0.0,0.0,0.0,0.0
583-41-4548,0.0,0.0,0.0,0.0,122.5245,0.0
583-72-1480,155.652,0.0,0.0,0.0,0.0,0.0
584-66-4073,0.0,59.325,0.0,0.0,0.0,0.0
584-86-7256,0.0,0.0,0.0,0.0,0.0,254.016
585-03-5943,0.0,0.0,0.0,190.155,0.0,0.0
585-11-6748,0.0,0.0,0.0,0.0,0.0,304.92
585-86-8361,0.0,0.0,143.22,0.0,0.0,0.0
585-90-0249,76.923,0.0,0.0,0.0,0.0,0.0
586-25-0848,0.0,0.0,0.0,0.0,0.0,90.699
587-03-7455,0.0,718.7565,0.0,0.0,0.0,0.0
587-73-4862,0.0,0.0,0.0,56.1225,0.0,0.0
588-01-7461,0.0,0.0,321.111,0.0,0.0,0.0
588-47-8641,0.0,588.42,0.0,0.0,0.0,0.0
589-02-8023,0.0,0.0,175.917,0.0,0.0,0.0
590-83-4591,550.935,0.0,0.0,0.0,0.0,0.0
592-34-6155,0.0,0.0,133.434,0.0,0.0,0.0
592-46-1692,0.0,0.0,270.2595,0.0,0.0,0.0
593-08-5916,0.0,16.275,0.0,0.0,0.0,0.0
593-14-4239,0.0,0.0,0.0,0.0,801.864,0.0
593-65-1552,0.0,0.0,0.0,0.0,293.202,0.0
593-95-4461,0.0,0.0,0.0,0.0,78.603,0.0
594-34-4444,102.018,0.0,0.0,0.0,0.0,0.0
595-11-5460,0.0,0.0,0.0,202.818,0.0,0.0
595-27-4851,0.0,398.958,0.0,0.0,0.0,0.0
595-86-2894,0.0,407.316,0.0,0.0,0.0,0.0
595-94-9924,0.0,0.0,0.0,145.5825,0.0,0.0
596-42-3999,0.0,0.0,133.917,0.0,0.0,0.0
597-78-7908,0.0,284.193,0.0,0.0,0.0,0.0
598-06-7312,0.0,95.9175,0.0,0.0,0.0,0.0
598-47-9715,353.094,0.0,0.0,0.0,0.0,0.0
600-38-9738,0.0,0.0,0.0,0.0,0.0,377.58
602-16-6955,0.0,0.0,0.0,0.0,0.0,804.3
602-80-9671,0.0,0.0,0.0,0.0,100.485,0.0
603-07-0961,392.6475,0.0,0.0,0.0,0.0,0.0
604-70-6476,0.0,94.185,0.0,0.0,0.0,0.0
605-03-2706,0.0,0.0,0.0,49.77,0.0,0.0
605-72-4132,0.0,0.0,793.548,0.0,0.0,0.0
605-83-1050,0.0,57.078,0.0,0.0,0.0,0.0
606-80-4905,0.0,0.0,0.0,0.0,0.0,120.645
607-65-2441,0.0,0.0,0.0,860.475,0.0,0.0
607-76-6216,0.0,485.5725,0.0,0.0,0.0,0.0
608-04-3797,0.0,0.0,0.0,212.688,0.0,0.0
608-05-3804,41.7375,0.0,0.0,0.0,0.0,0.0
608-27-6295,333.207,0.0,0.0,0.0,0.0,0.0
608-96-3517,0.0,384.468,0.0,0.0,0.0,0.0
609-81-8548,0.0,0.0,0.0,0.0,235.872,0.0
610-46-4100,0.0,0.0,0.0,212.7825,0.0,0.0
612-36-5536,0.0,0.0,680.064,0.0,0.0,0.0
613-59-9758,0.0,0.0,0.0,0.0,0.0,150.78
616-24-2851,0.0,75.054,0.0,0.0,0.0,0.0
616-87-0016,0.0,702.219,0.0,0.0,0.0,0.0
617-15-4209,0.0,0.0,0.0,32.277,0.0,0.0
618-34-8551,0.0,0.0,0.0,0.0,0.0,195.678
620-02-2046,0.0,0.0,0.0,0.0,145.74,0.0
622-20-1945,0.0,0.0,0.0,41.391,0.0,0.0
624-01-8356,0.0,0.0,0.0,0.0,514.605,0.0
626-43-7888,0.0,507.444,0.0,0.0,0.0,0.0
627-95-3243,0.0,0.0,0.0,0.0,734.076,0.0
628-34-3388,0.0,172.494,0.0,0.0,0.0,0.0
628-90-8624,0.0,0.0,0.0,867.09,0.0,0.0
629-42-4133,0.0,0.0,0.0,183.12,0.0,0.0
630-74-5166,0.0,0.0,0.0,0.0,0.0,391.419
631-34-1880,0.0,0.0,76.5765,0.0,0.0,0.0
631-41-3108,0.0,0.0,0.0,0.0,340.5255,0.0
632-32-4574,0.0,0.0,0.0,0.0,0.0,637.728
632-90-0281,0.0,394.275,0.0,0.0,0.0,0.0
633-09-3463,150.0975,0.0,0.0,0.0,0.0,0.0
633-44-8566,0.0,0.0,362.943,0.0,0.0,0.0
633-91-1052,0.0,0.0,0.0,0.0,25.263,0.0
634-97-8956,0.0,0.0,103.635,0.0,0.0,0.0
635-28-5728,0.0,0.0,0.0,176.4,0.0,0.0
635-40-6220,0.0,0.0,0.0,752.64,0.0,0.0
636-17-0325,0.0,0.0,0.0,262.794,0.0,0.0
636-48-8204,181.44,0.0,0.0,0.0,0.0,0.0
636-98-3364,82.719,0.0,0.0,0.0,0.0,0.0
638-60-7125,836.304,0.0,0.0,0.0,0.0,0.0
639-76-1242,0.0,0.0,212.73,0.0,0.0,0.0
640-48-5028,0.0,0.0,0.0,0.0,835.2855,0.0
640-49-2076,0.0,0.0,0.0,0.0,0.0,703.752
641-43-2399,0.0,0.0,0.0,0.0,107.31,0.0
641-51-2661,0.0,0.0,914.55,0.0,0.0,0.0
641-62-7288,0.0,0.0,0.0,0.0,629.496,0.0
641-96-3695,0.0,273.798,0.0,0.0,0.0,0.0
642-30-6693,0.0,0.0,0.0,0.0,0.0,343.413
642-32-2990,0.0,0.0,115.08,0.0,0.0,0.0
642-61-4706,0.0,0.0,196.14,0.0,0.0,0.0
643-38-7867,0.0,0.0,0.0,0.0,102.837,0.0
645-44-1170,0.0,0.0,0.0,0.0,548.7615,0.0
645-78-8093,0.0,0.0,0.0,0.0,0.0,195.594
647-50-1224,0.0,308.91,0.0,0.0,0.0,0.0
648-83-1321,0.0,0.0,0.0,0.0,667.38,0.0
648-94-3045,0.0,0.0,0.0,618.975,0.0,0.0
649-11-3678,0.0,0.0,216.6885,0.0,0.0,0.0
649-29-6775,0.0,35.196,0.0,0.0,0.0,0.0
650-98-6268,0.0,0.0,65.7405,0.0,0.0,0.0
651-61-0874,0.0,0.0,0.0,0.0,194.124,0.0
651-88-7328,0.0,621.243,0.0,0.0,0.0,0.0
651-96-5970,0.0,48.7305,0.0,0.0,0.0,0.0
652-43-6591,0.0,817.236,0.0,0.0,0.0,0.0
652-49-6720,63.9975,0.0,0.0,0.0,0.0,0.0
655-07-2265,246.6765,0.0,0.0,0.0,0.0,0.0
655-85-5130,0.0,160.86,0.0,0.0,0.0,0.0
656-16-1063,0.0,0.0,0.0,0.0,0.0,146.223
656-95-9349,0.0,0.0,0.0,506.6355,0.0,0.0
658-66-3967,0.0,0.0,0.0,390.9465,0.0,0.0
659-36-1684,0.0,0.0,0.0,0.0,0.0,419.832
659-65-8956,0.0,53.928,0.0,0.0,0.0,0.0
660-29-7083,586.635,0.0,0.0,0.0,0.0,0.0
662-47-5456,0.0,369.495,0.0,0.0,0.0,0.0
662-72-2873,0.0,0.0,214.935,0.0,0.0,0.0
663-86-9076,0.0,0.0,575.736,0.0,0.0,0.0
664-14-2882,0.0,0.0,0.0,0.0,55.2825,0.0
665-32-9167,0.0,0.0,0.0,76.146,0.0,0.0
665-63-9737,0.0,165.123,0.0,0.0,0.0,0.0
667-23-5919,0.0,507.675,0.0,0.0,0.0,0.0
667-92-0055,0.0,0.0,0.0,628.929,0.0,0.0
668-90-8900,0.0,0.0,0.0,0.0,688.6215,0.0
669-54-1719,119.259,0.0,0.0,0.0,0.0,0.0
670-71-7306,0.0,0.0,0.0,0.0,0.0,281.169
670-79-6321,0.0,0.0,0.0,0.0,695.2365,0.0
672-51-8681,629.8425,0.0,0.0,0.0,0.0,0.0
674-15-9296,0.0,0.0,0.0,0.0,0.0,194.985
674-56-6360,99.9075,0.0,0.0,0.0,0.0,0.0
676-10-2200,0.0,56.469,0.0,0.0,0.0,0.0
676-39-6028,338.31,0.0,0.0,0.0,0.0,0.0
677-11-0152,0.0,0.0,881.307,0.0,0.0,0.0
678-79-0726,0.0,0.0,0.0,0.0,0.0,856.4535
679-22-6530,0.0,0.0,0.0,0.0,0.0,85.302
685-64-1609,0.0,316.47,0.0,0.0,0.0,0.0
686-41-0932,0.0,72.87,0.0,0.0,0.0,0.0
687-15-1097,0.0,0.0,0.0,44.352,0.0,0.0
687-47-8271,0.0,1039.29,0.0,0.0,0.0,0.0
689-05-1884,0.0,0.0,0.0,510.615,0.0,0.0
689-16-9784,0.0,0.0,294.651,0.0,0.0,0.0
690-01-6631,0.0,183.645,0.0,0.0,0.0,0.0
692-27-8933,0.0,0.0,0.0,0.0,0.0,365.085
692-92-5582,0.0,0.0,172.746,0.0,0.0,0.0
695-09-5146,0.0,0.0,311.1885,0.0,0.0,0.0
695-28-6250,0.0,0.0,0.0,0.0,0.0,226.065
695-51-0018,0.0,0.0,0.0,0.0,0.0,146.328
696-90-2548,0.0,0.0,0.0,0.0,0.0,81.396
698-98-5964,0.0,0.0,852.705,0.0,0.0,0.0
699-01-4164,0.0,0.0,0.0,174.3,0.0,0.0
699-14-3026,627.6165,0.0,0.0,0.0,0.0,0.0
699-88-1972,0.0,0.0,0.0,832.944,0.0,0.0
700-81-1757,138.1275,0.0,0.0,0.0,0.0,0.0
701-23-5550,0.0,0.0,0.0,0.0,163.002,0.0
701-69-8742,0.0,0.0,0.0,0.0,0.0,360.885
702-72-0487,97.881,0.0,0.0,0.0,0.0,0.0
702-83-5291,0.0,943.299,0.0,0.0,0.0,0.0
704-10-4056,0.0,0.0,0.0,190.4805,0.0,0.0
704-11-6354,0.0,0.0,0.0,0.0,494.76,0.0
704-20-4138,0.0,0.0,0.0,218.0745,0.0,0.0
704-48-3927,931.035,0.0,0.0,0.0,0.0,0.0
706-36-6154,0.0,0.0,0.0,0.0,182.952,0.0
707-32-7409,0.0,0.0,0.0,0.0,0.0,401.268
709-58-4068,0.0,431.445,0.0,0.0,0.0,0.0
710-46-4433,0.0,0.0,731.43,0.0,0.0,0.0
711-31-1234,401.688,0.0,0.0,0.0,0.0,0.0
712-39-0363,0.0,0.0,262.458,0.0,0.0,0.0
714-02-3114,0.0,0.0,0.0,0.0,0.0,207.48
715-20-1673,148.995,0.0,0.0,0.0,0.0,0.0
716-39-1409,0.0,0.0,0.0,223.0725,0.0,0.0
717-96-4189,223.587,0.0,0.0,0.0,0.0,0.0
718-57-9773,0.0,0.0,0.0,0.0,0.0,517.965
719-76-3868,0.0,0.0,395.892,0.0,0.0,0.0
719-89-8991,0.0,0.0,0.0,0.0,0.0,479.9025
720-72-2436,0.0,0.0,279.384,0.0,0.0,0.0
721-86-6247,0.0,0.0,0.0,0.0,532.728,0.0
722-13-2115,0.0,0.0,0.0,0.0,0.0,44.9925
725-32-9708,0.0,288.582,0.0,0.0,0.0,0.0
725-54-0677,0.0,0.0,0.0,629.16,0.0,0.0
725-56-0833,0.0,0.0,0.0,339.36,0.0,0.0
725-67-2480,0.0,370.125,0.0,0.0,0.0,0.0
725-96-3778,0.0,0.0,0.0,0.0,749.7,0.0
726-27-2396,0.0,0.0,0.0,406.875,0.0,0.0
726-29-6793,203.112,0.0,0.0,0.0,0.0,0.0
727-02-1313,0.0,0.0,33.432,0.0,0.0,0.0
727-17-0390,0.0,0.0,333.9525,0.0,0.0,0.0
727-46-3608,0.0,0.0,189.0945,0.0,0.0,0.0
727-75-6477,121.128,0.0,0.0,0.0,0.0,0.0
728-47-9078,0.0,0.0,250.278,0.0,0.0,0.0
728-88-7867,0.0,0.0,0.0,0.0,317.226,0.0
729-06-2010,0.0,0.0,0.0,760.4415,0.0,0.0
729-09-9681,0.0,0.0,0.0,0.0,163.233,0.0
729-46-7422,0.0,0.0,37.6845,0.0,0.0,0.0
730-50-9884,0.0,0.0,0.0,0.0,0.0,610.491
730-61-8757,0.0,0.0,0.0,214.746,0.0,0.0
730-70-9830,0.0,0.0,0.0,0.0,441.693,0.0
731-14-2199,0.0,0.0,0.0,0.0,373.17,0.0
731-59-7531,0.0,0.0,0.0,609.588,0.0,0.0
731-81-9469,0.0,0.0,0.0,0.0,0.0,942.9
732-04-5373,0.0,0.0,0.0,0.0,195.174,0.0
732-67-5346,0.0,0.0,72.3975,0.0,0.0,0.0
732-94-0499,437.325,0.0,0.0,0.0,0.0,0.0
733-01-9107,0.0,0.0,0.0,0.0,521.01,0.0
733-29-1227,0.0,0.0,0.0,0.0,408.7335,0.0
733-33-4967,175.14,0.0,0.0,0.0,0.0,0.0
734-91-1155,143.9865,0.0,0.0,0.0,0.0,0.0
735-06-4124,0.0,0.0,51.0405,0.0,0.0,0.0
735-32-9839,0.0,829.08,0.0,0.0,0.0,0.0
737-88-5876,0.0,0.0,0.0,0.0,97.818,0.0
740-11-5257,259.77,0.0,0.0,0.0,0.0,0.0
740-22-2500,264.7575,0.0,0.0,0.0,0.0,0.0
741-73-3559,0.0,0.0,0.0,0.0,0.0,353.1675
742-04-5161,0.0,0.0,0.0,0.0,764.19,0.0
743-04-1105,0.0,0.0,0.0,918.729,0.0,0.0
743-88-1662,0.0,0.0,0.0,0.0,0.0,701.8515
744-02-5987,0.0,0.0,0.0,0.0,493.794,0.0
744-09-5786,138.663,0.0,0.0,0.0,0.0,0.0
744-16-7898,0.0,0.0,0.0,0.0,1022.385,0.0
744-82-9138,0.0,180.873,0.0,0.0,0.0,0.0
745-71-3520,185.367,0.0,0.0,0.0,0.0,0.0
745-74-0715,121.863,0.0,0.0,0.0,0.0,0.0
746-04-1077,0.0,0.0,888.615,0.0,0.0,0.0
746-19-0921,0.0,0.0,22.659,0.0,0.0,0.0
746-54-5508,0.0,0.0,0.0,0.0,135.576,0.0
746-68-6593,0.0,0.0,0.0,0.0,0.0,183.036
746-94-0204,0.0,786.618,0.0,0.0,0.0,0.0
747-58-7183,0.0,180.4005,0.0,0.0,0.0,0.0
748-45-2862,0.0,0.0,0.0,0.0,118.902,0.0
749-24-1565,0.0,0.0,0.0,217.6335,0.0,0.0
749-81-8133,0.0,397.614,0.0,0.0,0.0,0.0
750-57-9686,0.0,0.0,0.0,0.0,190.596,0.0
750-67-8428,0.0,0.0,0.0,548.9715,0.0,0.0
751-15-6198,0.0,0.0,0.0,0.0,0.0,144.963
751-41-9720,0.0,0.0,0.0,0.0,1023.75,0.0
751-69-0068,0.0,0.0,0.0,0.0,0.0,937.818
752-23-3760,0.0,0.0,0.0,0.0,0.0,470.988
755-12-3214,0.0,232.155,0.0,0.0,0.0,0.0
756-01-7507,0.0,0.0,0.0,106.995,0.0,0.0
756-49-0168,0.0,20.685,0.0,0.0,0.0,0.0
756-93-1854,0.0,175.035,0.0,0.0,0.0,0.0
759-29-9521,0.0,462.672,0.0,0.0,0.0,0.0
759-98-4285,0.0,0.0,0.0,631.1445,0.0,0.0
760-27-5490,0.0,131.208,0.0,0.0,0.0,0.0
760-53-9233,0.0,130.032,0.0,0.0,0.0,0.0
760-54-1821,0.0,0.0,0.0,0.0,128.4255,0.0
760-90-2357,469.413,0.0,0.0,0.0,0.0,0.0
761-49-0439,101.64,0.0,0.0,0.0,0.0,0.0
764-44-8999,0.0,0.0,0.0,30.996,0.0,0.0
765-26-6951,0.0,0.0,0.0,0.0,0.0,457.443
766-85-7061,0.0,0.0,0.0,922.635,0.0,0.0
767-05-1286,0.0,0.0,0.0,0.0,527.751,0.0
767-54-1907,0.0,155.19,0.0,0.0,0.0,0.0
767-97-4650,0.0,0.0,0.0,0.0,0.0,136.143
770-42-8960,0.0,0.0,177.408,0.0,0.0,0.0
775-72-1988,0.0,0.0,0.0,0.0,384.72,0.0
776-68-1096,0.0,0.0,0.0,0.0,138.978,0.0
777-67-2495,0.0,0.0,0.0,0.0,217.2555,0.0
777-82-7220,0.0,0.0,0.0,0.0,253.008,0.0
778-34-2523,408.408,0.0,0.0,0.0,0.0,0.0
778-71-5554,0.0,16.2015,0.0,0.0,0.0,0.0
778-89-7974,0.0,0.0,0.0,442.323,0.0,0.0
779-06-0012,0.0,0.0,0.0,0.0,93.0405,0.0
779-42-2410,0.0,0.0,181.881,0.0,0.0,0.0
781-84-8059,0.0,446.439,0.0,0.0,0.0,0.0
782-95-9291,0.0,0.0,484.5225,0.0,0.0,0.0
783-09-1637,0.0,0.0,0.0,0.0,0.0,354.0075
784-08-0310,0.0,0.0,88.368,0.0,0.0,0.0
784-21-9238,0.0,0.0,0.0,0.0,0.0,10.6785
785-13-7708,0.0,0.0,536.991,0.0,0.0,0.0
785-96-0615,300.216,0.0,0.0,0.0,0.0,0.0
786-94-2700,0.0,0.0,507.906,0.0,0.0,0.0
787-15-1757,0.0,0.0,0.0,185.094,0.0,0.0
787-56-0757,0.0,0.0,337.512,0.0,0.0,0.0
787-87-2010,0.0,0.0,0.0,233.1,0.0,0.0
788-07-8452,0.0,0.0,0.0,0.0,178.164,0.0
788-21-5741,0.0,142.947,0.0,0.0,0.0,0.0
789-23-8625,0.0,293.643,0.0,0.0,0.0,0.0
790-29-1172,0.0,0.0,180.621,0.0,0.0,0.0
790-38-4466,0.0,0.0,0.0,57.6975,0.0,0.0
793-10-3222,0.0,0.0,0.0,258.678,0.0,0.0
794-32-2436,116.907,0.0,0.0,0.0,0.0,0.0
794-42-3736,0.0,0.0,69.993,0.0,0.0,0.0
795-49-7276,0.0,156.03,0.0,0.0,0.0,0.0
796-12-2025,0.0,652.26,0.0,0.0,0.0,0.0
796-32-9050,0.0,0.0,323.064,0.0,0.0,0.0
797-88-0493,0.0,0.0,0.0,269.934,0.0,0.0
799-71-1548,326.424,0.0,0.0,0.0,0.0,0.0
800-09-8606,0.0,0.0,0.0,0.0,458.6925,0.0
801-88-0346,0.0,239.589,0.0,0.0,0.0,0.0
802-43-8934,0.0,0.0,0.0,0.0,19.194,0.0
802-70-5316,0.0,0.0,0.0,0.0,0.0,580.419
803-17-8013,0.0,0.0,0.0,0.0,745.836,0.0
803-83-5989,0.0,0.0,0.0,0.0,351.099,0.0
804-38-3935,295.407,0.0,0.0,0.0,0.0,0.0
805-86-0265,0.0,0.0,0.0,0.0,887.922,0.0
807-14-7833,182.91,0.0,0.0,0.0,0.0,0.0
807-34-3742,0.0,54.999,0.0,0.0,0.0,0.0
808-65-0703,0.0,0.0,0.0,0.0,148.974,0.0
809-46-1866,0.0,0.0,0.0,244.23,0.0,0.0
809-69-9497,0.0,0.0,0.0,0.0,479.64,0.0
810-60-6344,343.224,0.0,0.0,0.0,0.0,0.0
811-03-8790,477.54,0.0,0.0,0.0,0.0,0.0
811-35-1094,317.835,0.0,0.0,0.0,0.0,0.0
815-04-6282,0.0,0.0,0.0,0.0,0.0,341.0925
815-11-1168,0.0,0.0,523.845,0.0,0.0,0.0
816-57-2053,0.0,0.0,0.0,0.0,0.0,127.827
816-72-8853,0.0,0.0,0.0,0.0,0.0,146.6325
