User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day,Recency,Frequency,Monetary_Value
U1815,P1154,5,Rs. 237.9,30,Rs. 166.53,Visa,2024-06-12,2024,6,12,270,1,166.53
U329,P98,2,Rs. 126.91,20,Rs. 101.53,Visa,2024-09-07,2024,9,7,183,1,101.53
U1275,P1904,6,Rs. 337.91,5,Rs. 321.01,Easypaisa,2024-05-03,2024,5,3,310,1,321.01
U454,P604,5,Rs. 178.75,15,Rs. 151.94,Easypaisa,2024-11-01,2024,11,1,128,1,151.94
U264,P1598,6,Rs. 107.11,30,Rs. 74.98,Easypaisa,2024-04-29,2024,4,29,314,1,74.98
U176,P21,1,Rs. 404.19,15,Rs. 343.56,Easypaisa,2024-02-28,2024,2,28,375,1,343.56
U1126,P573,5,Rs. 316.12,25,Rs. 237.09,Visa,2024-04-28,2024,4,28,315,1,237.09
U574,P1145,2,Rs. 39.97,20,Rs. 31.98,Cash on Delivery,2024-06-11,2024,6,11,271,1,31.98
U1306,P910,0,Rs. 22.77,50,Rs. 11.38,UBL Omni,2024-06-20,2024,6,20,262,1,11.38
U130,P952,1,Rs. 333.82,30,Rs. 233.67,Easypaisa,2024-10-02,2024,10,2,158,1,233.67
U1742,P1653,1,Rs. 112.53,15,Rs. 95.65,UBL Omni,2024-06-12,2024,6,12,270,1,95.65
U289,P1908,1,Rs. 126.22,0,Rs. 126.22,Cash on Delivery,2024-01-20,2024,1,20,414,1,126.22
U1394,P829,1,Rs. 221.6,20,Rs. 177.28,UBL Omni,2024-03-10,2024,3,10,364,1,177.28
U1971,P337,5,Rs. 311.01,5,Rs. 295.46,JazzCash,2024-01-02,2024,1,2,432,1,295.46
U1941,P1143,5,Rs. 485.37,15,Rs. 412.56,JazzCash,2024-10-23,2024,10,23,137,1,412.56
U1196,P1754,5,Rs. 133.61,10,Rs. 120.25,Cash on Delivery,2024-01-06,2024,1,6,428,1,120.25
U286,P173,3,Rs. 186.96,20,Rs. 149.57,UBL Omni,2024-08-06,2024,8,6,215,1,149.57
U1012,P648,4,Rs. 464.61,0,Rs. 464.61,Easypaisa,2024-10-02,2024,10,2,158,1,464.61
U743,P1634,5,Rs. 145.31,15,Rs. 123.51,Easypaisa,2024-01-19,2024,1,19,415,1,123.51
U1846,P1690,5,Rs. 362.61,0,Rs. 362.61,Cash on Delivery,2024-11-21,2024,11,21,108,1,362.61
U1951,P698,3,Rs. 469.59,5,Rs. 446.11,Easypaisa,2024-03-02,2024,3,2,372,1,446.11
U857,P1602,0,Rs. 40.78,50,Rs. 20.39,Cash on Delivery,2024-03-20,2024,3,20,354,1,20.39
U1736,P1592,2,Rs. 198.3,30,Rs. 138.81,JazzCash,2024-02-27,2024,2,27,376,1,138.81
U702,P1047,0,Rs. 493.7,20,Rs. 394.96,Cash on Delivery,2024-03-13,2024,3,13,361,1,394.96
U1155,P1266,1,Rs. 154.85,30,Rs. 108.39,JazzCash,2024-11-09,2024,11,9,120,1,108.39
U93,P221,6,Rs. 498.37,10,Rs. 448.53,UBL Omni,2024-06-23,2024,6,23,259,1,448.53
U553,P1612,2,Rs. 23.54,20,Rs. 18.83,Visa,2024-07-11,2024,7,11,241,1,18.83
U933,P382,3,Rs. 17.01,30,Rs. 11.91,Easypaisa,2024-05-24,2024,5,24,289,1,11.91
U1114,P356,3,Rs. 464.92,15,Rs. 395.18,Cash on Delivery,2024-02-16,2024,2,16,387,1,395.18
U1779,P129,1,Rs. 256.64,10,Rs. 230.98,UBL Omni,2024-08-29,2024,8,29,192,1,230.98
U560,P1747,3,Rs. 144.04,0,Rs. 144.04,Visa,2024-02-10,2024,2,10,393,1,144.04
U1425,P1346,2,Rs. 203.19,20,Rs. 162.55,JazzCash,2024-03-12,2024,3,12,362,1,162.55
U1770,P1155,2,Rs. 291.47,15,Rs. 247.75,Cash on Delivery,2024-07-14,2024,7,14,238,1,247.75
U1011,P922,2,Rs. 115.88,25,Rs. 86.91,UBL Omni,2024-11-07,2024,11,7,122,1,86.91
U548,P360,2,Rs. 273.34,15,Rs. 232.34,Visa,2024-06-06,2024,6,6,276,1,232.34
U834,P1512,4,Rs. 257.67,0,Rs. 257.67,Visa,2024-11-04,2024,11,4,125,1,257.67
U623,P1379,5,Rs. 83.31,5,Rs. 79.14,Visa,2024-10-04,2024,10,4,156,1,79.14
U1840,P1966,5,Rs. 67.67,50,Rs. 33.84,Easypaisa,2024-06-27,2024,6,27,255,1,33.84
U425,P1608,3,Rs. 316.84,25,Rs. 237.63,Visa,2024-05-25,2024,5,25,288,1,237.63
U1765,P218,1,Rs. 375.68,10,Rs. 338.11,JazzCash,2024-08-10,2024,8,10,211,1,338.11
U1824,P965,5,Rs. 56.45,50,Rs. 28.23,Easypaisa,2024-02-08,2024,2,8,395,1,28.23
U1845,P766,2,Rs. 355.16,10,Rs. 319.64,JazzCash,2024-04-28,2024,4,28,315,1,319.64
U170,P974,2,Rs. 320.98,10,Rs. 288.88,Visa,2024-01-02,2024,1,2,432,1,288.88
U1447,P664,4,Rs. 209.19,20,Rs. 167.35,UBL Omni,2024-01-26,2024,1,26,408,1,167.35
U65,P1370,3,Rs. 458.12,15,Rs. 389.4,JazzCash,2024-08-29,2024,8,29,192,1,389.4
U1832,P1745,1,Rs. 334.55,5,Rs. 317.82,Easypaisa,2024-11-13,2024,11,13,116,1,317.82
U1864,P1247,0,Rs. 397.84,30,Rs. 278.49,Easypaisa,2024-10-13,2024,10,13,147,1,278.49
U1733,P1737,4,Rs. 305.93,10,Rs. 275.34,Cash on Delivery,2024-10-19,2024,10,19,141,1,275.34
U461,P178,2,Rs. 378.27,0,Rs. 378.27,Cash on Delivery,2024-03-29,2024,3,29,345,1,378.27
U1919,P982,2,Rs. 432.25,0,Rs. 432.25,UBL Omni,2024-05-08,2024,5,8,305,1,432.25
U1416,P11,2,Rs. 79.33,20,Rs. 63.46,JazzCash,2024-08-13,2024,8,13,208,1,63.46
U442,P1365,4,Rs. 390.66,15,Rs. 332.06,Visa,2024-11-21,2024,11,21,108,1,332.06
U1598,P502,6,Rs. 169.63,0,Rs. 169.63,Easypaisa,2024-11-06,2024,11,6,123,1,169.63
U1627,P116,3,Rs. 71.16,0,Rs. 71.16,Easypaisa,2024-08-01,2024,8,1,220,1,71.16
U1338,P771,0,Rs. 46.99,25,Rs. 35.24,JazzCash,2024-03-10,2024,3,10,364,1,35.24
U1315,P905,5,Rs. 272.92,30,Rs. 191.04,Easypaisa,2024-05-12,2024,5,12,301,1,191.04
U1430,P1526,4,Rs. 457.3,0,Rs. 457.3,Easypaisa,2024-05-16,2024,5,16,297,1,457.3
U220,P418,1,Rs. 347.93,15,Rs. 295.74,Visa,2024-01-29,2024,1,29,405,1,295.74
U161,P1504,2,Rs. 138.51,15,Rs. 117.73,UBL Omni,2024-02-20,2024,2,20,383,1,117.73
U1705,P718,1,Rs. 197.26,20,Rs. 157.81,Cash on Delivery,2024-06-03,2024,6,3,279,1,157.81
U850,P285,3,Rs. 93.08,20,Rs. 74.46,Easypaisa,2024-03-11,2024,3,11,363,1,74.46
U1218,P1028,1,Rs. 94.05,25,Rs. 70.54,Visa,2024-05-20,2024,5,20,293,1,70.54
U1133,P1877,2,Rs. 483.62,5,Rs. 459.44,JazzCash,2024-08-23,2024,8,23,198,1,459.44
U1026,P338,0,Rs. 271.74,30,Rs. 190.22,Cash on Delivery,2024-03-23,2024,3,23,351,1,190.22
U278,P529,0,Rs. 299.69,5,Rs. 284.71,Cash on Delivery,2024-07-18,2024,7,18,234,1,284.71
U451,P553,6,Rs. 209.1,50,Rs. 104.55,UBL Omni,2024-08-02,2024,8,2,219,1,104.55
U446,P35,3,Rs. 286.47,5,Rs. 272.15,UBL Omni,2024-06-12,2024,6,12,270,1,272.15
U1298,P493,2,Rs. 464.89,50,Rs. 232.44,Easypaisa,2024-10-04,2024,10,4,156,1,232.44
U398,P1833,6,Rs. 389.72,10,Rs. 350.75,Visa,2024-04-22,2024,4,22,321,1,350.75
U1002,P1291,3,Rs. 354.66,30,Rs. 248.26,Cash on Delivery,2024-10-03,2024,10,3,157,1,248.26
U48,P733,3,Rs. 141.65,50,Rs. 70.83,JazzCash,2024-10-20,2024,10,20,140,1,70.83
U1174,P1689,5,Rs. 145.91,15,Rs. 124.02,Cash on Delivery,2024-05-02,2024,5,2,311,1,124.02
U318,P1916,4,Rs. 73.19,30,Rs. 51.23,Cash on Delivery,2024-06-15,2024,6,15,267,1,51.23
U2,P224,3,Rs. 300.06,0,Rs. 300.06,Cash on Delivery,2024-04-20,2024,4,20,323,1,300.06
U1909,P307,2,Rs. 389.67,0,Rs. 389.67,Visa,2024-06-04,2024,6,4,278,1,389.67
U227,P1651,0,Rs. 358.01,5,Rs. 340.11,Easypaisa,2024-08-08,2024,8,8,213,1,340.11
U1270,P1100,2,Rs. 332.28,5,Rs. 315.67,Cash on Delivery,2024-02-17,2024,2,17,386,1,315.67
U90,P1889,0,Rs. 244.52,5,Rs. 232.29,UBL Omni,2024-04-24,2024,4,24,319,1,232.29
U288,P1957,3,Rs. 472.29,0,Rs. 472.29,Visa,2024-04-19,2024,4,19,324,1,472.29
U1060,P1660,2,Rs. 449.74,10,Rs. 404.77,Cash on Delivery,2024-09-15,2024,9,15,175,1,404.77
U1073,P1119,4,Rs. 270.51,25,Rs. 202.88,Cash on Delivery,2024-11-04,2024,11,4,125,1,202.88
U1808,P566,5,Rs. 72.43,50,Rs. 36.22,Visa,2024-09-15,2024,9,15,175,1,36.22
U1580,P1865,3,Rs. 388.03,5,Rs. 368.63,Easypaisa,2024-07-07,2024,7,7,245,1,368.63
U1104,P574,5,Rs. 133.14,25,Rs. 99.85,JazzCash,2024-11-04,2024,11,4,125,1,99.85
U142,P1020,6,Rs. 302.73,30,Rs. 211.91,JazzCash,2024-05-24,2024,5,24,289,1,211.91
U658,P1417,1,Rs. 105.0,10,Rs. 94.5,Visa,2024-04-18,2024,4,18,325,1,94.5
U1334,P991,2,Rs. 435.97,15,Rs. 370.57,JazzCash,2024-08-18,2024,8,18,203,1,370.57
U98,P1221,1,Rs. 363.65,25,Rs. 272.74,Easypaisa,2024-05-15,2024,5,15,298,1,272.74
U1517,P1045,4,Rs. 246.62,0,Rs. 246.62,Visa,2024-05-31,2024,5,31,282,1,246.62
U1410,P555,0,Rs. 200.14,10,Rs. 180.13,UBL Omni,2024-11-06,2024,11,6,123,1,180.13
U1956,P1879,1,Rs. 125.47,15,Rs. 106.65,Cash on Delivery,2024-09-22,2024,9,22,168,1,106.65
U1423,P1312,6,Rs. 303.28,0,Rs. 303.28,Easypaisa,2024-06-24,2024,6,24,258,1,303.28
U556,P984,6,Rs. 482.78,30,Rs. 337.95,UBL Omni,2024-07-01,2024,7,1,251,1,337.95
U482,P244,5,Rs. 486.15,5,Rs. 461.84,Easypaisa,2024-06-25,2024,6,25,257,1,461.84
U982,P1318,4,Rs. 266.52,20,Rs. 213.22,JazzCash,2024-05-06,2024,5,6,307,1,213.22
U1435,P1683,1,Rs. 386.32,10,Rs. 347.69,JazzCash,2024-04-16,2024,4,16,327,1,347.69
U1527,P1620,4,Rs. 414.08,20,Rs. 331.26,Easypaisa,2024-04-03,2024,4,3,340,1,331.26
U36,P1458,4,Rs. 496.82,0,Rs. 496.82,Visa,2024-04-20,2024,4,20,323,1,496.82
U931,P1569,0,Rs. 72.64,20,Rs. 58.11,JazzCash,2024-03-21,2024,3,21,353,1,58.11
U1524,P1401,4,Rs. 252.0,30,Rs. 176.4,Easypaisa,2024-01-05,2024,1,5,429,1,176.4
U167,P1404,3,Rs. 70.49,15,Rs. 59.92,Visa,2024-01-24,2024,1,24,410,1,59.92
U1836,P169,3,Rs. 151.5,10,Rs. 136.35,UBL Omni,2024-06-17,2024,6,17,265,1,136.35
U1855,P301,5,Rs. 353.96,10,Rs. 318.56,Cash on Delivery,2024-05-31,2024,5,31,282,1,318.56
U209,P159,6,Rs. 112.97,25,Rs. 84.73,JazzCash,2024-11-02,2024,11,2,127,1,84.73
U957,P347,6,Rs. 338.65,30,Rs. 237.05,Visa,2024-02-24,2024,2,24,379,1,237.05
U1187,P1289,3,Rs. 384.71,10,Rs. 346.24,JazzCash,2024-03-08,2024,3,8,366,1,346.24
U1177,P1053,4,Rs. 185.13,5,Rs. 175.87,Cash on Delivery,2024-06-30,2024,6,30,252,1,175.87
U647,P1070,3,Rs. 107.61,25,Rs. 80.71,JazzCash,2024-04-04,2024,4,4,339,1,80.71
U1197,P593,3,Rs. 33.88,10,Rs. 30.49,UBL Omni,2024-03-12,2024,3,12,362,1,30.49
U231,P1275,4,Rs. 275.11,50,Rs. 137.56,Easypaisa,2024-08-25,2024,8,25,196,1,137.56
U1739,P1684,4,Rs. 435.73,50,Rs. 217.87,Visa,2024-07-23,2024,7,23,229,1,217.87
U1579,P1644,0,Rs. 43.47,50,Rs. 21.73,UBL Omni,2024-11-13,2024,11,13,116,1,21.73
U1420,P1584,5,Rs. 73.02,15,Rs. 62.07,UBL Omni,2024-10-06,2024,10,6,154,1,62.07
U604,P385,2,Rs. 397.16,30,Rs. 278.01,Cash on Delivery,2024-10-11,2024,10,11,149,1,278.01
U1943,P336,3,Rs. 287.69,10,Rs. 258.92,JazzCash,2024-02-13,2024,2,13,390,1,258.92
U361,P660,0,Rs. 187.86,20,Rs. 150.29,Visa,2024-09-11,2024,9,11,179,1,150.29
U1387,P504,2,Rs. 388.74,15,Rs. 330.43,Cash on Delivery,2024-10-17,2024,10,17,143,1,330.43
U41,P1917,1,Rs. 448.26,30,Rs. 313.78,Visa,2024-04-07,2024,4,7,336,1,313.78
U9,P55,2,Rs. 455.43,15,Rs. 387.12,JazzCash,2024-06-15,2024,6,15,267,1,387.12
U304,P165,3,Rs. 451.25,30,Rs. 315.88,Easypaisa,2024-06-10,2024,6,10,272,1,315.88
U803,P514,1,Rs. 27.88,50,Rs. 13.94,UBL Omni,2024-04-24,2024,4,24,319,1,13.94
U334,P1337,4,Rs. 95.11,20,Rs. 76.09,Cash on Delivery,2024-09-21,2024,9,21,169,1,76.09
U591,P1183,4,Rs. 261.23,20,Rs. 208.98,Cash on Delivery,2024-11-13,2024,11,13,116,1,208.98
U449,P346,2,Rs. 126.42,5,Rs. 120.1,Easypaisa,2024-01-31,2024,1,31,403,1,120.1
U1934,P166,2,Rs. 378.95,20,Rs. 303.16,UBL Omni,2024-11-21,2024,11,21,108,1,303.16
U1267,P1882,0,Rs. 409.47,30,Rs. 286.63,Visa,2024-09-22,2024,9,22,168,1,286.63
U1263,P767,6,Rs. 121.31,15,Rs. 103.11,JazzCash,2024-09-03,2024,9,3,187,1,103.11
U29,P1570,1,Rs. 330.31,15,Rs. 280.76,Easypaisa,2024-10-14,2024,10,14,146,1,280.76
U603,P1080,5,Rs. 205.82,5,Rs. 195.53,UBL Omni,2024-10-07,2024,10,7,153,1,195.53
U291,P1455,2,Rs. 64.64,50,Rs. 32.32,Cash on Delivery,2024-03-23,2024,3,23,351,1,32.32
U824,P1724,6,Rs. 133.11,10,Rs. 119.8,Visa,2024-06-11,2024,6,11,271,1,119.8
U1859,P1461,5,Rs. 394.12,25,Rs. 295.59,UBL Omni,2024-03-09,2024,3,9,365,1,295.59
U661,P210,2,Rs. 424.42,5,Rs. 403.2,Visa,2024-11-21,2024,11,21,108,1,403.2
U166,P16,3,Rs. 158.88,5,Rs. 150.94,Easypaisa,2024-09-27,2024,9,27,163,1,150.94
U686,P321,6,Rs. 14.98,50,Rs. 7.49,Easypaisa,2024-09-30,2024,9,30,160,1,7.49
U1740,P739,2,Rs. 371.72,15,Rs. 315.96,Easypaisa,2024-08-14,2024,8,14,207,1,315.96
U1069,P1824,5,Rs. 363.85,5,Rs. 345.66,Visa,2024-10-24,2024,10,24,136,1,345.66
U233,P1587,5,Rs. 138.81,50,Rs. 69.41,UBL Omni,2024-11-06,2024,11,6,123,1,69.41
U1829,P70,4,Rs. 171.64,20,Rs. 137.31,Easypaisa,2024-08-14,2024,8,14,207,1,137.31
U283,P1659,0,Rs. 157.11,10,Rs. 141.4,Easypaisa,2024-09-12,2024,9,12,178,1,141.4
U1452,P1159,2,Rs. 89.77,10,Rs. 80.79,UBL Omni,2024-09-14,2024,9,14,176,1,80.79
U1687,P761,1,Rs. 277.14,10,Rs. 249.43,JazzCash,2024-07-15,2024,7,15,237,1,249.43
U1906,P351,2,Rs. 428.52,50,Rs. 214.26,UBL Omni,2024-07-15,2024,7,15,237,1,214.26
U255,P592,4,Rs. 90.79,0,Rs. 90.79,Easypaisa,2024-07-15,2024,7,15,237,1,90.79
U679,P1414,6,Rs. 233.57,0,Rs. 233.57,Cash on Delivery,2024-08-18,2024,8,18,203,1,233.57
U1723,P1103,4,Rs. 59.42,20,Rs. 47.54,JazzCash,2024-11-18,2024,11,18,111,1,47.54
U602,P1711,2,Rs. 394.82,0,Rs. 394.82,UBL Omni,2024-10-17,2024,10,17,143,1,394.82
U430,P1892,0,Rs. 28.77,10,Rs. 25.89,Visa,2024-09-06,2024,9,6,184,1,25.89
U445,P478,6,Rs. 53.1,50,Rs. 26.55,JazzCash,2024-04-16,2024,4,16,327,1,26.55
U1635,P1997,5,Rs. 48.49,10,Rs. 43.64,UBL Omni,2024-07-12,2024,7,12,240,1,43.64
U1751,P1649,6,Rs. 62.47,15,Rs. 53.1,Cash on Delivery,2024-08-15,2024,8,15,206,1,53.1
U411,P1575,1,Rs. 215.34,5,Rs. 204.57,UBL Omni,2024-03-25,2024,3,25,349,1,204.57
U1899,P1290,4,Rs. 169.15,0,Rs. 169.15,Visa,2024-03-17,2024,3,17,357,1,169.15
U1320,P1470,6,Rs. 400.25,30,Rs. 280.17,UBL Omni,2024-07-07,2024,7,7,245,1,280.17
U830,P1330,2,Rs. 68.68,30,Rs. 48.08,JazzCash,2024-10-07,2024,10,7,153,1,48.08
U374,P1398,6,Rs. 123.27,30,Rs. 86.29,JazzCash,2024-08-22,2024,8,22,199,1,86.29
U1384,P967,2,Rs. 14.61,5,Rs. 13.88,JazzCash,2024-04-16,2024,4,16,327,1,13.88
U747,P1913,1,Rs. 394.16,10,Rs. 354.74,Easypaisa,2024-11-02,2024,11,2,127,1,354.74
U352,P1626,2,Rs. 278.69,30,Rs. 195.08,UBL Omni,2024-10-14,2024,10,14,146,1,195.08
U849,P1508,6,Rs. 196.34,5,Rs. 186.52,Easypaisa,2024-03-21,2024,3,21,353,1,186.52
U840,P1046,2,Rs. 93.05,50,Rs. 46.52,Cash on Delivery,2024-05-15,2024,5,15,298,1,46.52
U885,P706,4,Rs. 40.1,5,Rs. 38.09,Cash on Delivery,2024-01-04,2024,1,4,430,1,38.09
U1621,P29,0,Rs. 462.7,15,Rs. 393.29,Visa,2024-09-25,2024,9,25,165,1,393.29
U1472,P1506,0,Rs. 258.08,25,Rs. 193.56,Easypaisa,2024-06-19,2024,6,19,263,1,193.56
U1484,P1853,2,Rs. 34.36,5,Rs. 32.64,Cash on Delivery,2024-06-07,2024,6,7,275,1,32.64
U1098,P870,5,Rs. 186.17,50,Rs. 93.08,JazzCash,2024-05-25,2024,5,25,288,1,93.08
U1194,P1517,1,Rs. 318.15,10,Rs. 286.33,UBL Omni,2024-03-17,2024,3,17,357,1,286.33
U1979,P1328,4,Rs. 234.62,15,Rs. 199.43,UBL Omni,2024-04-18,2024,4,18,325,1,199.43
U1072,P1138,4,Rs. 330.53,50,Rs. 165.26,Cash on Delivery,2024-04-15,2024,4,15,328,1,165.26
U42,P822,1,Rs. 255.26,25,Rs. 191.44,Easypaisa,2024-11-03,2024,11,3,126,1,191.44
U447,P1126,5,Rs. 426.82,20,Rs. 341.46,UBL Omni,2024-03-29,2024,3,29,345,1,341.46
U257,P292,3,Rs. 476.41,10,Rs. 428.77,Easypaisa,2024-05-06,2024,5,6,307,1,428.77
U62,P1700,1,Rs. 31.73,5,Rs. 30.14,Cash on Delivery,2024-09-29,2024,9,29,161,1,30.14
U1545,P93,2,Rs. 173.51,20,Rs. 138.81,Easypaisa,2024-01-28,2024,1,28,406,1,138.81
U404,P106,2,Rs. 79.12,5,Rs. 75.16,JazzCash,2024-08-17,2024,8,17,204,1,75.16
U1515,P57,0,Rs. 49.61,20,Rs. 39.69,UBL Omni,2024-04-17,2024,4,17,326,1,39.69
U971,P449,6,Rs. 435.6,50,Rs. 217.8,Easypaisa,2024-04-04,2024,4,4,339,1,217.8
U1239,P726,2,Rs. 332.57,0,Rs. 332.57,Easypaisa,2024-02-18,2024,2,18,385,1,332.57
U287,P582,5,Rs. 108.95,0,Rs. 108.95,Easypaisa,2024-11-16,2024,11,16,113,1,108.95
U1145,P915,6,Rs. 110.52,20,Rs. 88.42,UBL Omni,2024-10-04,2024,10,4,156,1,88.42
U768,P177,5,Rs. 26.95,20,Rs. 21.56,Visa,2024-03-08,2024,3,8,366,1,21.56
U1077,P241,2,Rs. 289.27,15,Rs. 245.88,Cash on Delivery,2024-04-15,2024,4,15,328,1,245.88
U676,P91,4,Rs. 431.84,10,Rs. 388.66,UBL Omni,2024-07-18,2024,7,18,234,1,388.66
U151,P1614,5,Rs. 358.64,5,Rs. 340.71,Easypaisa,2024-09-04,2024,9,4,186,1,340.71
U667,P242,5,Rs. 116.19,20,Rs. 92.95,Cash on Delivery,2024-04-24,2024,4,24,319,1,92.95
U583,P128,6,Rs. 136.24,0,Rs. 136.24,Easypaisa,2024-03-03,2024,3,3,371,1,136.24
U1175,P440,1,Rs. 90.77,5,Rs. 86.23,Cash on Delivery,2024-05-24,2024,5,24,289,1,86.23
U811,P100,3,Rs. 109.9,15,Rs. 93.42,UBL Omni,2024-07-24,2024,7,24,228,1,93.42
U100,P1782,3,Rs. 339.21,25,Rs. 254.41,Cash on Delivery,2024-08-15,2024,8,15,206,1,254.41
U1076,P1123,1,Rs. 181.69,10,Rs. 163.52,Visa,2024-02-09,2024,2,9,394,1,163.52
U1647,P1381,2,Rs. 450.5,5,Rs. 427.97,Visa,2024-07-20,2024,7,20,232,1,427.97
U652,P1629,4,Rs. 309.9,5,Rs. 294.4,UBL Omni,2024-01-28,2024,1,28,406,1,294.4
U1601,P1708,3,Rs. 203.54,25,Rs. 152.66,JazzCash,2024-03-12,2024,3,12,362,1,152.66
U96,P1559,3,Rs. 431.46,10,Rs. 388.31,Visa,2024-03-02,2024,3,2,372,1,388.31
U1478,P450,2,Rs. 154.02,30,Rs. 107.81,Visa,2024-04-12,2024,4,12,331,1,107.81
U1831,P134,5,Rs. 374.81,50,Rs. 187.41,UBL Omni,2024-04-15,2024,4,15,328,1,187.41
U782,P1032,0,Rs. 443.0,5,Rs. 420.85,JazzCash,2024-05-13,2024,5,13,300,1,420.85
U1798,P1662,2,Rs. 474.63,5,Rs. 450.9,Easypaisa,2024-04-18,2024,4,18,325,1,450.9
U535,P174,6,Rs. 463.05,15,Rs. 393.59,UBL Omni,2024-05-10,2024,5,10,303,1,393.59
U1071,P980,1,Rs. 99.23,20,Rs. 79.38,JazzCash,2024-02-28,2024,2,28,375,1,79.38
U1890,P84,4,Rs. 197.33,25,Rs. 148.0,UBL Omni,2024-08-22,2024,8,22,199,1,148.0
U1566,P1460,0,Rs. 280.99,30,Rs. 196.69,JazzCash,2024-02-07,2024,2,7,396,1,196.69
U1982,P1340,2,Rs. 130.27,20,Rs. 104.22,Cash on Delivery,2024-04-18,2024,4,18,325,1,104.22
U1863,P460,1,Rs. 44.29,10,Rs. 39.86,Easypaisa,2024-09-11,2024,9,11,179,1,39.86
U431,P1752,4,Rs. 478.62,5,Rs. 454.69,Cash on Delivery,2024-03-09,2024,3,9,365,1,454.69
U814,P1315,5,Rs. 230.09,15,Rs. 195.58,UBL Omni,2024-01-11,2024,1,11,423,1,195.58
U1680,P605,4,Rs. 305.94,5,Rs. 290.64,Cash on Delivery,2024-08-07,2024,8,7,214,1,290.64
U1552,P1211,4,Rs. 23.62,15,Rs. 20.08,JazzCash,2024-04-22,2024,4,22,321,1,20.08
U1661,P735,4,Rs. 170.31,20,Rs. 136.25,Easypaisa,2024-03-30,2024,3,30,344,1,136.25
U1222,P28,0,Rs. 33.21,20,Rs. 26.57,Easypaisa,2024-03-14,2024,3,14,360,1,26.57
U1344,P399,1,Rs. 457.69,20,Rs. 366.15,Easypaisa,2024-06-13,2024,6,13,269,1,366.15
U784,P2,5,Rs. 317.02,25,Rs. 237.76,UBL Omni,2024-09-01,2024,9,1,189,1,237.76
U616,P193,5,Rs. 12.24,10,Rs. 11.02,Cash on Delivery,2024-02-13,2024,2,13,390,1,11.02
U1538,P1776,0,Rs. 269.81,5,Rs. 256.32,Visa,2024-04-06,2024,4,6,337,1,256.32
U485,P1905,1,Rs. 229.55,15,Rs. 195.12,Cash on Delivery,2024-11-02,2024,11,2,127,1,195.12
U1058,P852,6,Rs. 324.93,25,Rs. 243.7,Cash on Delivery,2024-02-29,2024,2,29,374,1,243.7
U1393,P669,5,Rs. 368.86,50,Rs. 184.43,Cash on Delivery,2024-07-25,2024,7,25,227,1,184.43
U1021,P215,0,Rs. 377.15,0,Rs. 377.15,Visa,2024-01-17,2024,1,17,417,1,377.15
U854,P462,0,Rs. 399.88,5,Rs. 379.89,Cash on Delivery,2024-11-06,2024,11,6,123,1,379.89
U1749,P1447,6,Rs. 413.31,30,Rs. 289.32,Easypaisa,2024-03-07,2024,3,7,367,1,289.32
U1972,P288,5,Rs. 183.1,5,Rs. 173.94,Visa,2024-03-11,2024,3,11,363,1,173.94
U915,P618,0,Rs. 138.64,20,Rs. 110.91,UBL Omni,2024-10-08,2024,10,8,152,1,110.91
U237,P1872,1,Rs. 205.38,30,Rs. 143.77,Visa,2024-06-23,2024,6,23,259,1,143.77
U568,P472,4,Rs. 388.45,15,Rs. 330.18,Easypaisa,2024-04-19,2024,4,19,324,1,330.18
U1939,P744,0,Rs. 430.96,15,Rs. 366.32,Cash on Delivery,2024-09-10,2024,9,10,180,1,366.32
U22,P1611,0,Rs. 458.8,50,Rs. 229.4,Easypaisa,2024-06-25,2024,6,25,257,1,229.4
U1817,P1436,2,Rs. 210.96,15,Rs. 179.32,Visa,2024-02-15,2024,2,15,388,1,179.32
U1634,P1937,6,Rs. 424.14,50,Rs. 212.07,Visa,2024-09-06,2024,9,6,184,1,212.07
U954,P678,2,Rs. 400.84,10,Rs. 360.76,UBL Omni,2024-04-12,2024,4,12,331,1,360.76
U1357,P83,0,Rs. 117.7,25,Rs. 88.28,Easypaisa,2024-08-11,2024,8,11,210,1,88.28
U833,P267,2,Rs. 132.67,15,Rs. 112.77,Cash on Delivery,2024-10-20,2024,10,20,140,1,112.77
U1578,P1302,5,Rs. 323.64,50,Rs. 161.82,Visa,2024-02-05,2024,2,5,398,1,161.82
U1309,P1721,5,Rs. 272.29,0,Rs. 272.29,Visa,2024-07-05,2024,7,5,247,1,272.29
U1926,P663,3,Rs. 414.58,20,Rs. 331.66,JazzCash,2024-02-18,2024,2,18,385,1,331.66
U839,P132,6,Rs. 168.52,5,Rs. 160.09,Easypaisa,2024-04-03,2024,4,3,340,1,160.09
U776,P1024,5,Rs. 23.85,20,Rs. 19.08,Cash on Delivery,2024-10-10,2024,10,10,150,1,19.08
U892,P1947,5,Rs. 422.68,15,Rs. 359.28,JazzCash,2024-02-02,2024,2,2,401,1,359.28
U1319,P839,1,Rs. 381.28,15,Rs. 324.09,Cash on Delivery,2024-10-05,2024,10,5,155,1,324.09
U1137,P27,3,Rs. 154.15,20,Rs. 123.32,Cash on Delivery,2024-08-21,2024,8,21,200,1,123.32
U894,P1056,5,Rs. 213.18,15,Rs. 181.2,Cash on Delivery,2024-05-20,2024,5,20,293,1,181.2
U1755,P167,1,Rs. 335.84,5,Rs. 319.05,Easypaisa,2024-07-09,2024,7,9,243,1,319.05
