Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Day,Recency,Frequency,Monetary_Value
715-20-1673,Lahore,1,1,0,Rs. 28.38,5,7.095,Rs. 148.995,2019-06-03,20:57,Cash on Delivery,141.9,4.761904762,7.095,9.4,2019,6,3,2106,1,148.995
459-45-2396,Lahore,0,0,2,Rs. 99.6,3,14.94,Rs. 313.74,2019-02-25,18:45,Cash on Delivery,298.8,4.761904762,14.94,5.8,2019,2,25,2204,1,313.74
565-91-4567,Lahore,1,1,3,Rs. 10.75,8,4.3,Rs. 90.3,2019-03-15,14:38,Easypaisa,86.0,4.761904762,4.3,6.2,2019,3,15,2186,1,90.3
376-02-8238,Lahore,1,1,4,Rs. 93.87,8,37.548,Rs. 788.508,2019-02-02,18:42,Credit card,750.96,4.761904762,37.548,8.3,2019,2,2,2227,1,788.508
784-21-9238,Faisalabad,0,1,5,Rs. 10.17,1,0.5085,Rs. 10.6785,2019-07-02,14:15,Cash on Delivery,10.17,4.761904762,0.5085,5.9,2019,7,2,2077,1,10.6785
622-20-1945,Faisalabad,1,0,3,Rs. 39.42,1,1.971,Rs. 41.391,2019-01-18,15:08,Cash on Delivery,39.42,4.761904762,1.971,8.4,2019,1,18,2242,1,41.391
131-15-8856,Faisalabad,0,0,2,Rs. 72.52,8,29.008,Rs. 609.168,2019-03-30,19:26,Credit card,580.16,4.761904762,29.008,4.0,2019,3,30,2171,1,609.168
743-04-1105,Lahore,0,1,3,Rs. 97.22,9,43.749,Rs. 918.729,2019-03-30,14:43,Easypaisa,874.98,4.761904762,43.749,6.0,2019,3,30,2171,1,918.729
518-71-6847,Lahore,0,1,2,Rs. 26.6,6,7.98,Rs. 167.58,2019-02-26,15:10,Easypaisa,159.6,4.761904762,7.98,4.9,2019,2,26,2203,1,167.58
325-77-6186,Lahore,0,0,4,Rs. 90.65,10,45.325,Rs. 951.825,2019-08-03,10:53,Easypaisa,906.5,4.761904762,45.325,7.3,2019,8,3,2045,1,951.825
702-83-5291,Faisalabad,0,1,1,Rs. 99.82,9,44.919,Rs. 943.299,2019-03-27,10:43,Cash on Delivery,898.38,4.761904762,44.919,6.6,2019,3,27,2174,1,943.299
326-71-2155,Faisalabad,1,0,5,Rs. 73.95,4,14.79,Rs. 310.59,2019-03-02,10:02,Cash on Delivery,295.8,4.761904762,14.79,6.1,2019,3,2,2199,1,310.59
848-42-2560,Lahore,1,0,1,Rs. 81.91,2,8.191,Rs. 172.011,2019-05-03,17:43,Cash on Delivery,163.82,4.761904762,8.191,7.8,2019,5,3,2137,1,172.011
826-58-8051,Lahore,1,1,4,Rs. 62.19,4,12.438,Rs. 261.198,2019-06-01,19:46,Easypaisa,248.76,4.761904762,12.438,4.3,2019,6,1,2108,1,261.198
285-68-5083,Faisalabad,0,0,5,Rs. 24.74,3,3.711,Rs. 77.931,2019-02-15,17:47,Credit card,74.22,4.761904762,3.711,10.0,2019,2,15,2214,1,77.931
548-48-3156,Lahore,0,0,2,Rs. 83.34,2,8.334,Rs. 175.014,2019-03-19,13:37,Cash on Delivery,166.68,4.761904762,8.334,7.6,2019,3,19,2182,1,175.014
470-31-3286,Lahore,1,1,3,Rs. 14.82,3,2.223,Rs. 46.683,2019-01-03,11:30,Credit card,44.46,4.761904762,2.223,8.7,2019,1,3,2257,1,46.683
388-76-2555,Lahore,1,1,5,Rs. 13.69,6,4.107,Rs. 86.247,2019-02-13,13:59,Cash on Delivery,82.14,4.761904762,4.107,6.3,2019,2,13,2216,1,86.247
740-11-5257,Faisalabad,1,1,0,Rs. 24.74,10,12.37,Rs. 259.77,2019-02-24,16:44,Cash on Delivery,247.4,4.761904762,12.37,7.1,2019,2,24,2205,1,259.77
369-82-2676,Lahore,1,1,0,Rs. 75.66,5,18.915,Rs. 397.215,2019-01-15,18:22,Easypaisa,378.3,4.761904762,18.915,7.8,2019,1,15,2245,1,397.215
176-78-1170,Faisalabad,0,1,3,Rs. 33.81,3,5.0715,Rs. 106.5015,2019-01-26,15:11,Easypaisa,101.43,4.761904762,5.0715,7.3,2019,1,26,2234,1,106.5015
408-66-6712,Faisalabad,0,0,3,Rs. 47.71,6,14.313,Rs. 300.573,2019-02-16,14:19,Easypaisa,286.26,4.761904762,14.313,4.4,2019,2,16,2213,1,300.573
307-83-9164,Lahore,0,1,4,Rs. 60.01,4,12.002,Rs. 252.042,2019-01-25,15:54,Cash on Delivery,240.04,4.761904762,12.002,4.5,2019,1,25,2235,1,252.042
305-03-2383,Lahore,1,0,2,Rs. 67.1,3,10.065,Rs. 211.365,2019-02-15,10:36,Cash on Delivery,201.3,4.761904762,10.065,7.5,2019,2,15,2214,1,211.365
227-07-4446,Faisalabad,0,0,0,Rs. 78.13,10,39.065,Rs. 820.365,2019-10-02,20:51,Cash on Delivery,781.3,4.761904762,39.065,4.4,2019,10,2,1985,1,820.365
532-59-7201,Lahore,0,1,5,Rs. 79.93,6,23.979,Rs. 503.559,2019-01-31,14:04,Cash on Delivery,479.58,4.761904762,23.979,5.5,2019,1,31,2229,1,503.559
605-72-4132,Faisalabad,1,0,2,Rs. 94.47,8,37.788,Rs. 793.548,2019-02-27,15:12,Cash on Delivery,755.76,4.761904762,37.788,9.1,2019,2,27,2202,1,793.548
575-67-1508,Lahore,1,1,0,Rs. 38.6,1,1.93,Rs. 40.53,2019-01-29,11:26,Easypaisa,38.6,4.761904762,1.93,6.7,2019,1,29,2231,1,40.53
479-26-8945,Lahore,0,0,5,Rs. 16.49,2,1.649,Rs. 34.629,2019-05-02,11:32,Easypaisa,32.98,4.761904762,1.649,4.6,2019,5,2,2138,1,34.629
430-53-4718,Lahore,0,1,3,Rs. 75.37,8,30.148,Rs. 633.108,2019-01-28,15:46,Credit card,602.96,4.761904762,30.148,8.4,2019,1,28,2232,1,633.108
709-58-4068,Lahore,1,0,1,Rs. 41.09,10,20.545,Rs. 431.445,2019-02-28,14:42,Cash on Delivery,410.9,4.761904762,20.545,7.3,2019,2,28,2201,1,431.445
462-67-9126,Lahore,1,1,4,Rs. 73.22,6,21.966,Rs. 461.286,2019-01-21,17:44,Cash on Delivery,439.32,4.761904762,21.966,7.2,2019,1,21,2239,1,461.286
704-11-6354,Lahore,0,1,4,Rs. 58.9,8,23.56,Rs. 494.76,2019-06-01,11:23,Cash on Delivery,471.2,4.761904762,23.56,8.9,2019,6,1,2108,1,494.76
380-94-4661,Faisalabad,0,1,0,Rs. 65.94,4,13.188,Rs. 276.948,2019-07-02,13:05,Credit card,263.76,4.761904762,13.188,6.9,2019,7,2,2077,1,276.948
474-33-8305,Faisalabad,0,1,1,Rs. 67.39,7,23.5865,Rs. 495.3165,2019-03-23,13:23,Easypaisa,471.73,4.761904762,23.5865,6.9,2019,3,23,2178,1,495.3165
274-05-5470,Lahore,0,0,2,Rs. 73.47,4,14.694,Rs. 308.574,2019-02-23,18:30,Cash on Delivery,293.88,4.761904762,14.694,6.0,2019,2,23,2206,1,308.574
437-53-3084,Lahore,1,1,1,Rs. 99.89,2,9.989,Rs. 209.769,2019-02-26,11:48,Easypaisa,199.78,4.761904762,9.989,7.1,2019,2,26,2203,1,209.769
588-47-8641,Lahore,0,1,1,Rs. 56.04,10,28.02,Rs. 588.42,2019-01-14,19:30,Easypaisa,560.4,4.761904762,28.02,4.4,2019,1,14,2246,1,588.42
743-88-1662,Faisalabad,1,1,5,Rs. 95.49,7,33.4215,Rs. 701.8515,2019-02-22,18:17,Easypaisa,668.43,4.761904762,33.4215,8.7,2019,2,22,2207,1,701.8515
286-62-6248,Lahore,1,1,1,Rs. 39.21,4,7.842,Rs. 164.682,2019-01-16,20:03,Credit card,156.84,4.761904762,7.842,9.0,2019,1,16,2244,1,164.682
804-38-3935,Lahore,0,1,0,Rs. 93.78,3,14.067,Rs. 295.407,2019-01-30,11:32,Credit card,281.34,4.761904762,14.067,5.9,2019,1,30,2230,1,295.407
354-39-5160,Lahore,0,0,4,Rs. 34.42,6,10.326,Rs. 216.846,2019-02-18,15:39,Cash on Delivery,206.52,4.761904762,10.326,9.8,2019,2,18,2211,1,216.846
889-04-9723,Lahore,0,0,2,Rs. 89.14,4,17.828,Rs. 374.388,2019-07-01,12:20,Credit card,356.56,4.761904762,17.828,7.8,2019,7,1,2078,1,374.388
834-25-9262,Faisalabad,1,0,1,Rs. 81.68,4,16.336,Rs. 343.056,2019-06-01,12:12,Cash on Delivery,326.72,4.761904762,16.336,9.1,2019,6,1,2108,1,343.056
809-69-9497,Lahore,1,0,4,Rs. 45.68,10,22.84,Rs. 479.64,2019-01-19,19:30,Easypaisa,456.8,4.761904762,22.84,5.7,2019,1,19,2241,1,479.64
314-23-4520,Faisalabad,0,1,3,Rs. 81.23,7,28.4305,Rs. 597.0405,2019-01-15,20:44,Cash on Delivery,568.61,4.761904762,28.4305,9.0,2019,1,15,2245,1,597.0405
373-88-1424,Faisalabad,0,1,4,Rs. 35.81,5,8.9525,Rs. 188.0025,2019-06-02,18:44,Easypaisa,179.05,4.761904762,8.9525,7.9,2019,6,2,2107,1,188.0025
416-17-9926,Lahore,0,0,0,Rs. 74.22,10,37.11,Rs. 779.31,2019-01-01,14:42,Credit card,742.2,4.761904762,37.11,4.3,2019,1,1,2259,1,779.31
250-81-7186,Faisalabad,1,0,0,Rs. 99.69,1,4.9845,Rs. 104.6745,2019-02-27,10:23,Credit card,99.69,4.761904762,4.9845,8.0,2019,2,27,2202,1,104.6745
420-11-4919,Faisalabad,0,0,2,Rs. 71.39,5,17.8475,Rs. 374.7975,2019-02-17,19:57,Credit card,356.95,4.761904762,17.8475,5.5,2019,2,17,2212,1,374.7975
656-16-1063,Lahore,1,1,5,Rs. 46.42,3,6.963,Rs. 146.223,2019-04-01,13:24,Credit card,139.26,4.761904762,6.963,4.4,2019,4,1,2169,1,146.223
256-08-8343,Lahore,1,0,4,Rs. 56.53,4,11.306,Rs. 237.426,2019-04-03,19:48,Easypaisa,226.12,4.761904762,11.306,5.5,2019,4,3,2167,1,237.426
566-71-1091,Lahore,1,1,1,Rs. 77.02,5,19.255,Rs. 404.355,2019-03-02,15:59,Cash on Delivery,385.1,4.761904762,19.255,5.5,2019,3,2,2199,1,404.355
573-58-9734,Lahore,1,0,1,Rs. 30.37,3,4.5555,Rs. 95.6655,2019-03-28,13:41,Easypaisa,91.11,4.761904762,4.5555,5.1,2019,3,28,2173,1,95.6655
284-54-4231,Faisalabad,0,1,5,Rs. 80.93,1,4.0465,Rs. 84.9765,2019-01-19,16:08,Credit card,80.93,4.761904762,4.0465,9.0,2019,1,19,2241,1,84.9765
829-49-1914,Faisalabad,0,0,2,Rs. 78.31,10,39.155,Rs. 822.255,2019-05-03,16:24,Easypaisa,783.1,4.761904762,39.155,6.6,2019,5,3,2137,1,822.255
848-62-7243,Lahore,1,1,3,Rs. 24.89,9,11.2005,Rs. 235.2105,2019-03-15,15:36,Cash on Delivery,224.01,4.761904762,11.2005,7.4,2019,3,15,2186,1,235.2105
583-41-4548,Faisalabad,1,1,4,Rs. 16.67,7,5.8345,Rs. 122.5245,2019-07-02,11:36,Easypaisa,116.69,4.761904762,5.8345,7.4,2019,7,2,2077,1,122.5245
800-09-8606,Lahore,0,0,4,Rs. 87.37,5,21.8425,Rs. 458.6925,2019-01-29,19:45,Cash on Delivery,436.85,4.761904762,21.8425,6.6,2019,1,29,2231,1,458.6925
283-26-5248,Faisalabad,0,0,2,Rs. 98.52,10,49.26,Rs. 1034.46,2019-01-30,20:23,Easypaisa,985.2,4.761904762,49.26,4.5,2019,1,30,2230,1,1034.46
288-62-1085,Lahore,0,1,1,Rs. 38.54,5,9.635,Rs. 202.335,2019-09-01,13:34,Easypaisa,192.7,4.761904762,9.635,5.6,2019,9,1,2016,1,202.335
152-68-2907,Lahore,1,1,2,Rs. 52.2,3,7.83,Rs. 164.43,2019-02-15,13:30,Credit card,156.6,4.761904762,7.83,9.5,2019,2,15,2214,1,164.43
505-02-0892,Lahore,0,1,3,Rs. 42.57,8,17.028,Rs. 357.588,2019-02-25,14:12,Easypaisa,340.56,4.761904762,17.028,5.6,2019,2,25,2204,1,357.588
777-67-2495,Lahore,1,1,4,Rs. 68.97,3,10.3455,Rs. 217.2555,2019-02-22,11:26,Easypaisa,206.91,4.761904762,10.3455,8.7,2019,2,22,2207,1,217.2555
632-32-4574,Lahore,1,1,5,Rs. 75.92,8,30.368,Rs. 637.728,2019-03-20,14:14,Cash on Delivery,607.36,4.761904762,30.368,5.5,2019,3,20,2181,1,637.728
109-86-4363,Lahore,0,0,5,Rs. 60.08,7,21.028,Rs. 441.588,2019-02-14,11:36,Credit card,420.56,4.761904762,21.028,4.5,2019,2,14,2215,1,441.588
877-22-3308,Lahore,0,1,3,Rs. 15.87,10,7.935,Rs. 166.635,2019-03-13,16:40,Cash on Delivery,158.7,4.761904762,7.935,5.8,2019,3,13,2188,1,166.635
280-17-4359,Faisalabad,0,1,3,Rs. 90.5,10,45.25,Rs. 950.25,2019-01-25,13:48,Cash on Delivery,905.0,4.761904762,45.25,8.1,2019,1,25,2235,1,950.25
226-34-0034,Lahore,1,0,0,Rs. 13.78,4,2.756,Rs. 57.876,2019-10-01,11:10,Easypaisa,55.12,4.761904762,2.756,9.0,2019,10,1,1986,1,57.876
760-53-9233,Lahore,0,1,1,Rs. 41.28,3,6.192,Rs. 130.032,2019-03-26,18:37,Credit card,123.84,4.761904762,6.192,8.5,2019,3,26,2175,1,130.032
169-52-4504,Lahore,1,0,0,Rs. 15.69,3,2.3535,Rs. 49.4235,2019-03-14,14:13,Credit card,47.07,4.761904762,2.3535,5.8,2019,3,14,2187,1,49.4235
634-97-8956,Lahore,1,1,2,Rs. 32.9,3,4.935,Rs. 103.635,2019-02-17,17:27,Credit card,98.7,4.761904762,4.935,9.1,2019,2,17,2212,1,103.635
714-02-3114,Faisalabad,1,0,5,Rs. 98.8,2,9.88,Rs. 207.48,2019-02-21,11:39,Cash on Delivery,197.6,4.761904762,9.88,7.7,2019,2,21,2208,1,207.48
785-13-7708,Lahore,1,1,2,Rs. 73.06,7,25.571,Rs. 536.991,2019-01-14,19:06,Credit card,511.42,4.761904762,25.571,4.2,2019,1,14,2246,1,536.991
851-98-3555,Lahore,1,0,3,Rs. 82.88,5,20.72,Rs. 435.12,2019-03-24,14:08,Credit card,414.4,4.761904762,20.72,6.6,2019,3,24,2177,1,435.12
760-27-5490,Faisalabad,1,1,1,Rs. 15.62,8,6.248,Rs. 131.208,2019-01-20,20:37,Easypaisa,124.96,4.761904762,6.248,9.1,2019,1,20,2240,1,131.208
411-77-0180,Lahore,0,1,0,Rs. 72.2,7,25.27,Rs. 530.67,2019-03-26,20:14,Easypaisa,505.4,4.761904762,25.27,4.3,2019,3,26,2175,1,530.67
238-45-6950,Lahore,0,1,2,Rs. 53.72,1,2.686,Rs. 56.406,2019-01-03,20:03,Easypaisa,53.72,4.761904762,2.686,6.4,2019,1,3,2257,1,56.406
883-69-1285,Lahore,0,1,1,Rs. 49.92,2,4.992,Rs. 104.832,2019-06-03,11:55,Credit card,99.84,4.761904762,4.992,7.0,2019,6,3,2106,1,104.832
574-22-5561,Faisalabad,0,0,1,Rs. 82.63,10,41.315,Rs. 867.615,2019-03-19,17:08,Easypaisa,826.3,4.761904762,41.315,7.9,2019,3,19,2182,1,867.615
781-84-8059,Faisalabad,1,1,1,Rs. 60.74,7,21.259,Rs. 446.439,2019-01-18,16:23,Easypaisa,425.18,4.761904762,21.259,5.0,2019,1,18,2242,1,446.439
631-41-3108,Lahore,1,1,4,Rs. 46.33,7,16.2155,Rs. 340.5255,2019-03-03,13:23,Credit card,324.31,4.761904762,16.2155,7.4,2019,3,3,2198,1,340.5255
841-18-8232,Lahore,1,0,2,Rs. 71.2,1,3.56,Rs. 74.76,2019-05-01,20:40,Credit card,71.2,4.761904762,3.56,9.2,2019,5,1,2139,1,74.76
860-79-0874,Faisalabad,0,0,1,Rs. 99.3,10,49.65,Rs. 1042.65,2019-02-15,14:53,Credit card,993.0,4.761904762,49.65,6.6,2019,2,15,2214,1,1042.65
545-07-8534,Faisalabad,1,0,3,Rs. 58.32,2,5.832,Rs. 122.472,2019-02-14,12:42,Easypaisa,116.64,4.761904762,5.832,6.0,2019,2,14,2215,1,122.472
339-12-4827,Lahore,0,0,1,Rs. 73.96,1,3.698,Rs. 77.658,2019-05-01,11:32,Credit card,73.96,4.761904762,3.698,5.0,2019,5,1,2139,1,77.658
150-89-8043,Lahore,1,1,5,Rs. 44.65,3,6.6975,Rs. 140.6475,2019-02-14,15:04,Cash on Delivery,133.95,4.761904762,6.6975,6.2,2019,2,14,2215,1,140.6475
652-49-6720,Faisalabad,0,0,0,Rs. 60.95,1,3.0475,Rs. 63.9975,2019-02-18,11:40,Easypaisa,60.95,4.761904762,3.0475,5.9,2019,2,18,2211,1,63.9975
246-11-3901,Faisalabad,1,0,0,Rs. 32.8,10,16.4,Rs. 344.4,2019-02-15,12:12,Cash on Delivery,328.0,4.761904762,16.4,6.2,2019,2,15,2214,1,344.4
339-96-8318,Lahore,0,1,1,Rs. 81.31,7,28.4585,Rs. 597.6285,2019-01-03,19:49,Easypaisa,569.17,4.761904762,28.4585,6.3,2019,1,3,2257,1,597.6285
595-11-5460,Lahore,1,1,3,Rs. 96.58,2,9.658,Rs. 202.818,2019-03-15,10:12,Credit card,193.16,4.761904762,9.658,5.1,2019,3,15,2186,1,202.818
149-71-6266,Lahore,0,1,5,Rs. 78.07,9,35.1315,Rs. 737.7615,2019-01-28,12:43,Cash on Delivery,702.63,4.761904762,35.1315,4.5,2019,1,28,2232,1,737.7615
545-46-3100,Lahore,0,0,0,Rs. 10.59,3,1.5885,Rs. 33.3585,2019-12-03,13:52,Credit card,31.77,4.761904762,1.5885,8.7,2019,12,3,1923,1,33.3585
364-34-2972,Faisalabad,0,1,0,Rs. 96.82,3,14.523,Rs. 304.983,2019-03-30,20:37,Cash on Delivery,290.46,4.761904762,14.523,6.7,2019,3,30,2171,1,304.983
286-43-6208,Faisalabad,1,0,2,Rs. 87.8,9,39.51,Rs. 829.71,2019-03-16,19:08,Cash on Delivery,790.2,4.761904762,39.51,9.2,2019,3,16,2185,1,829.71
442-48-3607,Lahore,0,1,2,Rs. 23.48,2,2.348,Rs. 49.308,2019-03-14,11:21,Credit card,46.96,4.761904762,2.348,7.9,2019,3,14,2187,1,49.308
123-19-1176,Lahore,0,1,3,Rs. 58.22,8,23.288,Rs. 489.048,2019-01-27,20:33,Easypaisa,465.76,4.761904762,23.288,8.4,2019,1,27,2233,1,489.048
394-43-4238,Lahore,0,1,4,Rs. 17.77,5,4.4425,Rs. 93.2925,2019-02-15,12:42,Credit card,88.85,4.761904762,4.4425,5.4,2019,2,15,2214,1,93.2925
503-07-0930,Faisalabad,0,1,5,Rs. 58.39,7,20.4365,Rs. 429.1665,2019-02-23,19:49,Credit card,408.73,4.761904762,20.4365,8.2,2019,2,23,2206,1,429.1665
401-09-4232,Faisalabad,0,1,4,Rs. 86.69,5,21.6725,Rs. 455.1225,2019-11-02,18:38,Easypaisa,433.45,4.761904762,21.6725,9.4,2019,11,2,1954,1,455.1225
286-01-5402,Lahore,1,0,5,Rs. 40.23,7,14.0805,Rs. 295.6905,2019-03-30,13:22,Cash on Delivery,281.61,4.761904762,14.0805,9.6,2019,3,30,2171,1,295.6905
861-77-0145,Faisalabad,0,1,0,Rs. 81.97,10,40.985,Rs. 860.685,2019-03-03,14:30,Cash on Delivery,819.7,4.761904762,40.985,9.2,2019,3,3,2198,1,860.685
286-75-7818,Lahore,1,1,1,Rs. 69.08,2,6.908,Rs. 145.068,2019-01-31,19:48,Credit card,138.16,4.761904762,6.908,6.9,2019,1,31,2229,1,145.068
381-20-0914,Lahore,0,0,1,Rs. 20.01,9,9.0045,Rs. 189.0945,2019-12-01,15:48,Credit card,180.09,4.761904762,9.0045,5.7,2019,12,1,1925,1,189.0945
360-39-5055,Faisalabad,0,1,5,Rs. 48.91,5,12.2275,Rs. 256.7775,2019-09-03,10:17,Cash on Delivery,244.55,4.761904762,12.2275,6.6,2019,9,3,2014,1,256.7775
593-95-4461,Faisalabad,0,1,4,Rs. 74.86,1,3.743,Rs. 78.603,2019-03-24,14:49,Cash on Delivery,74.86,4.761904762,3.743,6.9,2019,3,24,2177,1,78.603
480-63-2856,Faisalabad,1,1,2,Rs. 19.25,8,7.7,Rs. 161.7,2019-01-23,18:37,Easypaisa,154.0,4.761904762,7.7,6.6,2019,1,23,2237,1,161.7
602-16-6955,Lahore,1,0,5,Rs. 76.6,10,38.3,Rs. 804.3,2019-01-24,18:10,Easypaisa,766.0,4.761904762,38.3,6.0,2019,1,24,2236,1,804.3
497-37-6538,Lahore,1,1,5,Rs. 58.91,7,20.6185,Rs. 432.9885,2019-01-17,15:15,Easypaisa,412.37,4.761904762,20.6185,9.7,2019,1,17,2243,1,432.9885
811-35-1094,Lahore,0,1,0,Rs. 50.45,6,15.135,Rs. 317.835,2019-06-02,15:16,Credit card,302.7,4.761904762,15.135,8.9,2019,6,2,2107,1,317.835
793-10-3222,Lahore,0,0,3,Rs. 41.06,6,12.318,Rs. 258.678,2019-05-03,13:30,Credit card,246.36,4.761904762,12.318,8.3,2019,5,3,2137,1,258.678
563-91-7120,Lahore,1,0,1,Rs. 61.77,5,15.4425,Rs. 324.2925,2019-08-03,13:21,Cash on Delivery,308.85,4.761904762,15.4425,6.7,2019,8,3,2045,1,324.2925
600-38-9738,Faisalabad,0,1,5,Rs. 71.92,5,17.98,Rs. 377.58,2019-01-17,15:05,Credit card,359.6,4.761904762,17.98,4.3,2019,1,17,2243,1,377.58
722-13-2115,Faisalabad,0,1,5,Rs. 42.85,1,2.1425,Rs. 44.9925,2019-03-14,15:36,Credit card,42.85,4.761904762,2.1425,9.3,2019,3,14,2187,1,44.9925
838-02-1821,Faisalabad,0,0,4,Rs. 12.73,2,1.273,Rs. 26.733,2019-02-22,12:10,Credit card,25.46,4.761904762,1.273,5.2,2019,2,22,2207,1,26.733
699-14-3026,Faisalabad,1,1,0,Rs. 85.39,7,29.8865,Rs. 627.6165,2019-03-25,18:30,Easypaisa,597.73,4.761904762,29.8865,4.1,2019,3,25,2176,1,627.6165
635-28-5728,Lahore,1,1,3,Rs. 56.0,3,8.4,Rs. 176.4,2019-02-28,19:33,Easypaisa,168.0,4.761904762,8.4,4.8,2019,2,28,2201,1,176.4
878-30-2331,Faisalabad,0,0,5,Rs. 54.55,10,27.275,Rs. 572.775,2019-02-03,11:22,Credit card,545.5,4.761904762,27.275,7.1,2019,2,3,2226,1,572.775
871-39-9221,Faisalabad,1,0,0,Rs. 12.45,6,3.735,Rs. 78.435,2019-09-02,13:11,Cash on Delivery,74.7,4.761904762,3.735,4.1,2019,9,2,2015,1,78.435
808-65-0703,Faisalabad,1,1,4,Rs. 35.47,4,7.094,Rs. 148.974,2019-03-14,17:22,Credit card,141.88,4.761904762,7.094,6.9,2019,3,14,2187,1,148.974
554-42-2417,Faisalabad,1,0,5,Rs. 95.44,10,47.72,Rs. 1002.12,2019-09-01,13:45,Cash on Delivery,954.4,4.761904762,47.72,5.2,2019,9,1,2016,1,1002.12
631-34-1880,Faisalabad,0,1,2,Rs. 24.31,3,3.6465,Rs. 76.5765,2019-08-01,19:09,Credit card,72.93,4.761904762,3.6465,4.3,2019,8,1,2047,1,76.5765
359-94-5395,Lahore,1,1,3,Rs. 92.78,1,4.639,Rs. 97.419,2019-03-15,10:50,Credit card,92.78,4.761904762,4.639,9.8,2019,3,15,2186,1,97.419
289-15-7034,Lahore,0,1,5,Rs. 82.33,4,16.466,Rs. 345.786,2019-11-01,10:37,Credit card,329.32,4.761904762,16.466,7.5,2019,11,1,1955,1,345.786
655-07-2265,Lahore,1,1,0,Rs. 78.31,3,11.7465,Rs. 246.6765,2019-05-03,16:38,Easypaisa,234.93,4.761904762,11.7465,5.4,2019,5,3,2137,1,246.6765
462-78-5240,Faisalabad,1,0,0,Rs. 26.61,2,2.661,Rs. 55.881,2019-03-19,14:35,Cash on Delivery,53.22,4.761904762,2.661,4.2,2019,3,19,2182,1,55.881
686-41-0932,Lahore,1,0,1,Rs. 34.7,2,3.47,Rs. 72.87,2019-03-13,19:48,Easypaisa,69.4,4.761904762,3.47,8.2,2019,3,13,2188,1,72.87
642-32-2990,Lahore,1,0,2,Rs. 10.96,10,5.48,Rs. 115.08,2019-02-02,20:48,Easypaisa,109.6,4.761904762,5.48,6.0,2019,2,2,2227,1,115.08
377-79-7592,Faisalabad,0,0,0,Rs. 44.84,9,20.178,Rs. 423.738,2019-01-14,14:00,Credit card,403.56,4.761904762,20.178,7.5,2019,1,14,2246,1,423.738
845-51-0542,Lahore,0,1,2,Rs. 46.55,9,20.9475,Rs. 439.8975,2019-02-02,15:34,Easypaisa,418.95,4.761904762,20.9475,6.4,2019,2,2,2227,1,439.8975
133-14-7229,Faisalabad,1,1,3,Rs. 62.87,2,6.287,Rs. 132.027,2019-01-01,11:43,Cash on Delivery,125.74,4.761904762,6.287,5.0,2019,1,1,2259,1,132.027
692-92-5582,Lahore,0,0,2,Rs. 54.84,3,8.226,Rs. 172.746,2019-02-20,13:27,Credit card,164.52,4.761904762,8.226,5.9,2019,2,20,2209,1,172.746
848-24-9445,Faisalabad,0,1,3,Rs. 43.7,2,4.37,Rs. 91.77,2019-03-26,18:03,Cash on Delivery,87.4,4.761904762,4.37,4.9,2019,3,26,2175,1,91.77
642-30-6693,Lahore,1,0,5,Rs. 54.51,6,16.353,Rs. 343.413,2019-03-17,13:54,Easypaisa,327.06,4.761904762,16.353,7.8,2019,3,17,2184,1,343.413
847-38-7188,Lahore,1,0,2,Rs. 96.68,3,14.502,Rs. 304.542,2019-01-26,19:56,Easypaisa,290.04,4.761904762,14.502,6.4,2019,1,26,2234,1,304.542
468-99-7231,Faisalabad,1,0,4,Rs. 44.01,8,17.604,Rs. 369.684,2019-03-03,17:36,Cash on Delivery,352.08,4.761904762,17.604,8.8,2019,3,3,2198,1,369.684
695-28-6250,Lahore,1,0,5,Rs. 43.06,5,10.765,Rs. 226.065,2019-04-02,16:38,Easypaisa,215.3,4.761904762,10.765,7.7,2019,4,2,2168,1,226.065
864-24-7918,Lahore,0,0,5,Rs. 24.49,10,12.245,Rs. 257.145,2019-02-22,15:15,Cash on Delivery,244.9,4.761904762,12.245,8.1,2019,2,22,2207,1,257.145
478-06-7835,Lahore,1,1,1,Rs. 89.69,1,4.4845,Rs. 94.1745,2019-11-01,11:20,Easypaisa,89.69,4.761904762,4.4845,4.9,2019,11,1,1955,1,94.1745
139-20-0155,Lahore,0,1,0,Rs. 40.3,10,20.15,Rs. 423.15,2019-01-24,17:37,Credit card,403.0,4.761904762,20.15,7.0,2019,1,24,2236,1,423.15
677-11-0152,Faisalabad,1,0,2,Rs. 93.26,9,41.967,Rs. 881.307,2019-01-16,18:08,Cash on Delivery,839.34,4.761904762,41.967,8.8,2019,1,16,2244,1,881.307
482-17-1179,Lahore,0,1,0,Rs. 11.94,3,1.791,Rs. 37.611,2019-01-19,12:47,Credit card,35.82,4.761904762,1.791,8.1,2019,1,19,2241,1,37.611
578-80-7669,Lahore,1,1,5,Rs. 74.97,1,3.7485,Rs. 78.7185,2019-03-16,16:58,Cash on Delivery,74.97,4.761904762,3.7485,5.6,2019,3,16,2185,1,78.7185
449-27-2918,Lahore,0,0,5,Rs. 39.12,1,1.956,Rs. 41.076,2019-03-26,11:02,Credit card,39.12,4.761904762,1.956,9.6,2019,3,26,2175,1,41.076
583-72-1480,Faisalabad,0,1,0,Rs. 37.06,4,7.412,Rs. 155.652,2019-01-31,16:24,Easypaisa,148.24,4.761904762,7.412,9.7,2019,1,31,2229,1,155.652
